allusion	variation_list
玉人（卫玠，裴楷）	['玉山行', '驾小车', '对玉山', '行玉山', '玉人', '卫玠车', '映玉山', '玉人车', '裴玉', '逐羊车', '羊车', '卫玠羊车', '璧人车', '乘羊入市', '夫向羊车觅', '聚车看卫玠', '倾城看杀', '看杀', '童子驭车', '卫玠洛阳车', '小羊车', '羊车并载', '玉色映市人', '嬉战羊车', '玉山映人', '看杀玉车人', '羊驾小车']
愚谷（齐桓公）	['愚公谷', '愚谷', '谷名愚', '谷愚', '谷中愚', '谷号愚', '愚公', '栖隐愚公', '愚公住谷']
草玄（扬雄）	['草太玄', '子云玄', '草玄人', '草玄', '白首太玄经', '太玄', '草玄徒', '辛苦作太玄', '白发翻经', '汉阁磷缁', '守玄', '雄文独玄', '子云自守']
獬豸（楚文王）	['獬豸冠', '冠豸', '戴豸', '神羊触', '獬豸触邪', '獬豸威', '簪豸', '触邪', '拔豸', '触豸', '神羊角', '獬豸姿', '獬豸', '豸冠', '豸角']
鹡鸰	['鹡鸰原上', '鹡鸰', '鸰原', '脊令']
君平（严君平，严遵）	['问君平', '君平卜', '蜀平', '成都卜', '严遵', '蜀严', '成都卖卜', '君平卖卜', '严平', '君平帘下', '严扬', '寂寞君平', '帘下君平', '百钱卜肆', '卜肆贫', '蜀中夫子', '严家', '严君卖卜', '百钱问君平', '卜肆成都', '卜肆寂寞', '君平', '君平市隐', '君平说卦', '严君卦', '严君开封']
平阳（刘彻，平阳公主，卫子夫）	['平阳', '平阳第']
鲁连（鲁仲连）	['鲁仲连', '鲁连']
子猷	['子猷']
信陵（魏无忌）	['信陵君', '魏公子', '信陵', '信陵家世', '无忌']
刀州（王浚）	['刀州', '梦刀', '三刀梦', '梦益州', '刀州梦', '三刀入梦', '入梦三刀', '三刀', '刀州入梦', '三刀喜', '益部刀', '刀州昔梦', '三刀得州']
庾信哀（庾信）	['万斛愁', '庾兰成', '庾信哀', '江关词赋', '庾信愁', '兰成词赋', '庾郎愁', '庾信赋', '暮年诗赋', '庾愁', '子山词赋', '兰成憔悴', '庾郎愁赋', '哀庾信', '庾郎憔悴', '子山愁', '子山赋', '萧瑟兰成', '兰成老去', '伤心庾开府', '愁损兰成', '老去兰成', '愁入庾肠', '愁入庾郎句', '愁损庾郎', '空老兰成', '兰成愁悴', '兰成久旅', '庾郎愁绝', '庾生赋', '庾信愁赋', '子山流落', '惆怅庾公', '赋浇愁', '庾鬓斑', '庾郎离绪', '庾郎清愁', '庾郎吟愁赋', '庾信哀赋']
飞将（李广）	['故将军', '飞将军', '汉飞将', '霸陵醉尉', '龙城飞将', '醉尉呵', '李飞将', '醉尉嗔', '飞将', '灞陵夜猎', '龙城守', '灞陵呵夜', '灞陵老将', '灞亭谁畏李将军', '耽酒尉', '犯夜醉归', '呵止故将军', '轻鞭犯夜', '亭逢李广骑', '小尉呵', '夜行触尉', '醉尉', '醉尉怒呵', '灞陵故将军', '困醉尉', '轻鞍犯夜', '亭逢李广', '醉尉呵李广']
五色笔（张协，江淹，郭璞，丘迟）	['五色笔', '五色毫', '江淹笔', '江淹梦', '江毫', '江淹才尽', '江笔', '胸中锦绣', '江锦', '江淹梦笔', '江郎锦', '邱迟锦', '丘迟锦', '梦笔', '才减江淹', '才尽', '彩毫还郭璞', '尺锦才情', '腹内胎生异锦', '景阳锦', '梦淹笔', '蜀锦词华', '文作锦', '彩笔', '残锦', '锦段残', '梦与邱迟', '梦与丘迟', '梦徵残锦', '瑞锦残', '文章腹，千机锦', '一枝色笔还郭璞']
十二楼	['十二楼', '五城十二楼', '十二城', '琼楼十二', '十二玉楼', '玉楼十二', '阆风玄圃', '层城十二楼', '阆风苑', '十二层城', '玉京十二楼', '阆圃', '层城', '昆阆', '阆风', '阆风观', '璚楼十二', '十二宫楼', '曾城', '阆苑', '玄圃殿', '昆山', '昆崙仙山', '五城', '玉楼']
穿杨（养由基）	['百步穿杨', '穿杨叶', '养由', '穿杨箭', '穿杨', '射叶', '杨叶弓', '由弓', '百中难', '楚臣弓', '穿杨的', '惊杨叶', '愧由基', '破叶箭', '杨叶百穿', '杨叶愁', '养基抚弦', '养由弓箭', '养由弦', '由基箭', '由基控繁弱', '百发碎柳', '穿叶', '一叶先穿']
伏波（路博德，马援）	['马伏波', '马将军', '伏波', '马援']
屈原	['楚大夫', '屈大夫', '灵均', '屈平', '屈原', '三闾']
细腰（楚灵王）	['细腰宫', '楚宫腰', '小腰肢', '楚女腰', '细腰', '宫腰细', '楚腰', '楚宫细腰', '楚国纤腰', '楚女纤腰', '宫腰束素', '细腰争舞', '纤腰学楚', '细腰池馆', '宫腰', '腰细']
弦歌（子游，孔子）	['试牛刀', '武城弦歌', '武城弦', '牛刀割鸡', '弦歌宰', '解牛刀', '弦歌', '割鸡手', '牛刀发硎', '武城鸡', '惜牛刀', '牛刀', '牛刀小邑', '武城', '武城割鸡', '武城声', '割鸡', '小邑割鸡']
题桥（司马相如）	['驷马车', '驷马高车', '乘驷马', '题柱客', '驱驷马', '题桥志', '司马题桥', '驷马归', '题桥柱', '相如拥传', '题柱', '相如驷马归', '长卿驷马', '题桥', '乘驷马归', '关门驷马', '含羞入剑关', '长桥题柱', '车骑重归', '骋驺引', '赤车蜀道', '赤车迎相如', '登桥柱题', '剑阁题词', '驷马炫乡关']
封禅草（司马相如）	['封禅书', '茂陵书', '茂陵求', '封禅文', '封禅草', '茂陵客', '长卿书', '给札老相如', '茂陵贫', '留简书', '茂陵书生']
原宪贫（原宪）	['原宪贫', '衣百结', '原宪病', '贫原宪', '原贫', '原思贫', '原思病', '原宪室', '类原宪', '原宪桑枢', '贫非疚', '原宪甘贫', '杖藜裹饭', '原门席']
乘轩（卫懿公）	['鹤乘轩', '乘轩鹤', '轩鹤', '乘轩宠', '卫鹤', '大夫轩', '宠鹤', '鹤乘车', '乘轩', '乘轩卫鹤', '卫人鹤', '懿公轩']
秦镜	['秦镜', '方镜', '照胆镜', '秦台镜', '照胆清', '镜照胆', '秦镜照胆', '秦台破心胆', '见胆明镜', '秦家镜', '秦明镜', '咸阳镜', '肝胆难隐', '照胆']
陈琳（陈琳，曹操）	['愈头风', '陈琳檄', '曹风', '头风痊', '檄愈头风', '陈檄', '琳檄', '头风疾', '陈琳', '陈琳草奏', '陈琳檄书', '头风檄', '孔璋书檄', '曹风愈', '草檄', '孔璋檄书', '头风']
箕颍（尧，许由，巢父）	['箕山颍水', '洗耳翁', '巢由洗耳', '思洗耳', '箕山客', '洗耳溪', '箕颍客', '箕颍', '许由耳', '洗耳', '挂瓢洗耳', '箕山节', '耳本不闻', '南入箕颍', '武仲天下让', '洗耳高人', '有耳莫洗', '箕山高节']
横汾（刘彻）	['秋风客', '秋风辞', '横汾', '济汾', '歌汾水']
飞燕（赵飞燕）	['赵飞燕', '飞燕']
永和（王羲之）	['兰亭会', '兰亭修禊', '山阴会', '兰亭字', '群贤毕集', '山阴游', '永和', '兰亭古墨', '兰亭序饮', '三月群贤毕集', '山阴醉', '禊亭晋帖', '永和节', '长少群贤毕会', '山阴禊饮', '山阴修禊帖', '禊饮']
右军鹅（王羲之）	['山阴道士', '换鹅经', '写鹅经', '黄庭换鹅', '右军鹅', '道士鹅', '鹅经', '换黄庭', '山阴道士鹅', '换群鹅', '博白鹅', '鹅群帖', '换鹅帖', '换经鹅', '惜鹅群', '写经换鹅', '白鹅书', '鹅费羲之墨', '鹅归逸少', '换字鹅', '写黄庭不要鹅', '好鹅寻道士', '换鹅文', '将鹅与右军', '笼归忆右军', '笼随王右军', '内史写黄庭', '山阴书罢', '书邀道士鹅', '换鹅', '黄庭换鹤', '挥翰邀鹅', '挥帖致白鹅', '笼鹅', '觅鹅群', '内史写道经', '书经爱鹅', '书字换鹅', '俗书博白鹅', '写经不惜鹅', '学溪老鹅']
长门	['长门']
王母桃（东方朔，汉武帝）	['王母蟠桃', '王母桃', '千年桃', '王母不来', '王母仙桃', '种桃核', '几度桃实', '千年桃熟', '王母种桃', '阿母种桃', '海中桃熟', '三千年一荐金盘', '一熟一千年', '一子千年见', '华实三度', '王母过汉家', '王母过刘彻', '著子三千岁', '子三千熟']
长缨（终军）	['请长缨', '系虏', '长缨系', '请缨日', '长绳缚', '长缨缚', '问长缨', '终军愤', '持长缨', '请缨', '请缨北阙', '终童志', '挥长缨', '请缨系粤', '长缨', '终军请缨', '吊终军', '南越书生', '请缨手', '系南越', '长缨缚戎主']
文翁	['文翁']
含香	['含鸡舌', '汉署香', '含香', '鸡香', '鸡舌']
悬剑（季札，徐君）	['悬剑', '留树', '剑悬', '季札挂剑', '逢贤把赠', '挂剑坟前', '宝剑悬', '思挂剑', '延陵心', '挂延陵', '留徐剑', '延陵轻宝剑', '把剑觅徐君', '带邱墓', '带丘墓', '留墓剑', '宝剑非所惜', '挂坟松', '挂剑', '挂剑酬知己', '挂徐君剑', '剑挂宰上', '结交期一剑', '留剑', '送剑', '相酬无宝剑', '延州空挂', '遗剑', '把剑觅徐', '宝剑赠君', '解剑', '人情挂剑', '树头千金剑', '信义高吴季', '延陵件', '赠墓剑']
专城	['专城']
东篱（陶潜）	['东篱菊', '陶令菊', '陶潜菊', '渊明菊', '陶菊', '陶篱', '彭泽菊', '篱菊花', '东篱陶令', '篱东菊', '东篱子', '把菊见南山', '篱下先生', '渊明东篱', '东篱', '晋菊', '菊在陶家', '陶元亮菊', '黄花东篱', '菊姓陶', '篱菊', '陶诗黄金实']
鹊南飞（曹操）	['对酒当歌', '乌鹊南飞', '人生几何', '栖不稳', '鹊南飞', '绕枝三匝', '乌鹊绕枝', '绕树难', '绕鹊', '绕疏枝', '南飞惊鹊', '鹊惊', '鹊无枝', '南枝鹊绕', '鹊栖', '鹊绕', '绕树', '绕枝飞鹊', '魏鹊无枝', '惊鹊', '鹊飞', '三绕枝', '三匝']
苍生望（谢安）	['为苍生', '苍生望', '东山卧', '东山起', '东山高卧', '谢公起']
南冠（钟仪）	['操南音', '楚奏', '楚怀', '楚臣冠', '南冠君子', '钟仪囚', '楚囚', '南冠', '南冠相对', '悲歌学楚囚', '楚君子', '楚囚哀', '楚奏哀', '南冠楚囚', '楚地囚', '楚琴悲', '南音', '琴寄南音', '伤楚奏', '忘楚操', '我囚向楚', '钟仪琴', '恋楚', '南冠李戴', '系钟仪', '絷钟仪', '钟仪楚音', '钟仪恋楚', '奏钟仪']
鲍参军（鲍照）	['鲍明远', '鲍参军', '鲍昭', '鲍家诗', '鲍公篇', '鲍照']
管鲍（管仲，鲍叔牙）	['管鲍', '鲍叔知', '知我贫', '叔牙知', '管鲍分金', '管鲍之交', '鲍叔义', '鲍叔深知我', '夷吾鲍叔', '深知在叔牙', '鲍牙知', '忘鲍']
散樗（惠施，庄子）	['散樗', '寿栎', '庄樗', '散栎', '樗栎寿', '山樗', '散材', '樗散', '散木', '樗栎', '樗栎身', '曲辕社', '拥肿', '不才樗', '散才', '樗材', '樗栎之身', '得全社栎', '曲猿树', '臃肿']
怀橘（潘岳，陆绩）	['怀橘', '陆绩怀橘', '陆绩怀', '比橘', '陆绩橘', '陆生言', '陆氏橘', '怀桔', '陆绩孝', '陆与潘', '袖中香味', '红堕双桔', '陆郎承颜']
报恩珠（曹植）	['随珠', '握灵蛇', '蛇珠', '报恩珠', '觅明珠', '灵蛇吐', '握蛇珠', '报恩鳃', '报恩蛇', '隋珠', '抱灵蛇', '汉东珠', '灵蛇', '灵蛇报', '灵蛇满袖', '灵珠报', '明珠吐著', '衔珠', '长蛇', '报恩蛇珠', '隋掌明月', '随侯蛇珠', '随掌夜光']
少微星	['少微星', '处士星', '星绘处士尊']
扬雄宅（扬雄）	['扬雄宅', '子云居', '扬子宅', '扬子业']
第三声	['第三声', '三声猿', '猿三叫', '三峡无猿', '三声断肠', '猿鸣泪沾裳']
豹隐（陶答子，陶荅子妻）	['隐豹', '豹雾', '南山豹', '南山雾', '南山隐', '玄豹隐', '藏雾豹', '豹隐雾', '玄豹姿', '南山雾豹', '豹成文', '豹隐', '雾雨七日', '雾中豹', '山藏豹', '玄豹隐南山', '豹雾隐', '豹隐连山雾', '南山隐云雾', '雾豹', '玄豹情', '养豹烟雨', '隐雾', '豹姿长隐', '雾隐', '雾雨', '雾雨文深', '养豹章', '隐豹愁雨']
夔（伊尹，夔，龙）	['夔龙', '龙夔', '夔乐', '伊夔', '夔', '夔听', '夔相']
云台（邓禹）	['台图', '云台勋', '云台', '云台公', '图画云台', '云台画将', '云台画象', '云阁']
酂侯（刘邦，萧何）	['萧相国', '萧丞相', '萧何', '酂侯', '汉庭萧']
未封侯（李广）	['不封侯', '未封侯', '李广不侯', '猿臂不封侯', '不侯', '李广数奇', '封李广', '李广未封', '叹李广', '数奇', '猿臂数奇', '百战不侯', '猿臂无功', '苦战不侯']
弹冠（王吉，贡禹）	['贡禹冠', '贡公喜', '贡禹弹冠', '贡公弹', '堕贡生贫', '弹冠', '拂尘冠', '弹汉吏冠', '贡公弹冠', '弹巾', '王贡约', '敝冠谭', '尘冠不谭', '贡公叹', '王贡冠']
子云（扬雄）	['扬雄赋', '扬雄才', '子云']
雁行	['雁行', '断行', '鸿雁']
寒灰（韩安国）	['灰死', '不然灰', '灰然', '溺死灰', '起死灰', '复燃灰', '寒灰', '死灰', '灰不然', '死灰不然', '死灰复燃', '寒灰灭', '未然灰', '寒灰复然', '然灰被溺', '田甲当时气', '长孺然灰', '沉灰不然', '待溺余', '寒灰见溺', '灰土已寒', '溺复然灰', '死灰余烟']
罗敷	['东方千骑', '姓秦', '秦罗敷', '秦氏女', '使君有妇', '秦家女', '千骑', '秦氏髻', '罗敷']
星郎	['应星辰', '星郎', '星班', '列宿']
柱史（张苍）	['柱史', '周柱史', '柱下史']
章台（张敞）	['章台路', '走马章台', '章台走马', '风流京兆', '章街', '张敞画眉', '章台', '走马章台路', '便面章台', '京兆画眉', '京兆马', '章台马', '马过章台', '章台系马', '便面章台马', '翠眉谁画', '张郎走马', '便面', '归来便面', '眉妩', '修蛾章台样', '玉马戏走章台下', '章台走画猿']
子虚	['子虚']
庞公	['庞居士', '庞德公', '鹿门庞', '鹿门期', '隐鹿门', '采药名山', '鹿门妻子', '归鹿门', '采药鹿门', '采药不返', '鹿门采药', '城郭休过', '采庞公药', '鹿门', '采药庞公', '从德公', '庞家活计', '偕隐鹿门', '老庞携家', '庞公']
尚平（向长）	['毕婚嫁', '婚嫁毕', '尚子', '向平婚嫁', '女嫁男婚', '了婚嫁', '婚嫁了', '婚嫁累', '毕娶', '富不如贫', '儿婚女嫁', '毕婚姻', '尚平婚嫁毕', '嫁娶毕', '昏嫁了', '女嫁儿婚', '子平婚嫁', '婚娶未毕', '未终婚嫁', '向平事了', '向平约', '一婚倘毕', '追尚子', '子平', '子平嫁娶', '子平窥破', '昏嫁向平', '门容向子过', '尚平', '尚平加累', '十年婚嫁愿', '向平多累']
易水寒（聂政，荆轲，燕丹）	['易水寒', '发冲冠', '易水歌', '易水萧萧', '壮士悲歌', '悲歌击筑', '击筑长歌', '寒风易水', '壮士冲冠发', '易水别', '送客白衣冠', '燕歌易酒', '衣冠此日霜', '长号易水', '壮气惊寒水', '白祫易水', '荆轲悲歌', '易水离魂', '易水离人']
定远（班超）	['班定远', '万里侯', '定远侯', '封侯万里', '万里觅封侯', '封班', '定远']
濠梁（惠施，庄子）	['知鱼乐', '鯈鱼', '临濠', '濠上鱼', '我知鱼', '观濠', '濠梁鱼', '濠上观鱼', '鯈鱼乐', '观鱼濠上', '惠子鱼', '子知鱼', '安见我非鱼', '观鱼', '濠上', '鱼游濠上', '濠上之意', '濠上知鱼', '观鱼惠子', '濠梁招', '为鯈鱼', '鱼乐', '知我知鱼', '非鱼濠上', '观乐', '濠梁', '濠梁遗意', '窥鱼', '游鯈', '知鱼', '子非我，安知我']
一叶	['一叶秋', '一叶', '一叶知秋', '一叶秋风', '一夜惊秋', '一叶鸣秋']
麻姑	['麻姑']
漉酒（陶潜）	['漉酒巾', '渊明漉酒', '巾漉酒', '葛巾漉酒', '漉酒人', '漉陶巾', '漉巾陶令', '漉酒', '漉春酩']
西方社（慧远，宗炳）	['社中人', '社客', '西方社', '宗炳社', '西社', '匡山古社', '莲社', '林中杜', '同社']
画眉（张敞）	['京兆画', '画眉', '京兆双眉', '张敞梳洗', '张尹眉']
蓬山	['蓬阁', '蓬莱阁', '蓬山', '蓬岛']
宣室	['宣室']
棣萼	['棣萼', '棣华', '棠棣']
借寇（寇恂）	['借寇恂', '寇恂留', '借寇', '借河内', '借留', '遮道', '寇恂']
解网（汤）	['开三面', '汤网', '开罗', '网开三面', '开汤网', '开三面网', '夏网', '解网', '解罟师网', '开汤罟', '商王解网', '汤罟', '网罗三面解', '一面施鸟罗', '祝网', '去三面罗', '汤祝飞尽', '网袪三面', '一面开网', '一面施罗', '一面置罗']
无全牛（庖丁）	['有馀地', '无全牛', '游刃有馀', '投刃', '刃有馀', '地有馀', '宰牛', '庖刀', '中肯綮', '目无全牛', '庖丁解牛', '不见全牛', '解全牛', '刃游馀地', '投虚刃', '綮肯', '丁解牛', '解牛', '庖丁投刃', '不目全', '刀解牛', '牛刀投隙', '庖丁', '游刃', '肯綮', '庖丁下刀', '善刀', '释牛刀', '馀刃']
还珠（孟尝）	['合浦珠', '珠还浦', '合浦珠还', '合浦还珠', '来合浦', '还珠', '蚌蛤回', '珠愁主去', '珠浦', '还浦', '合浦名邦风流太守']
雀罗（翟公）	['翟公门', '雀罗门', '一贵一贱', '生死论交', '廷尉门', '翟门', '贵贱交情', '门前雀', '罗雀门庭', '门堪罗雀', '翟公罗', '雀罗张', '无雀可罗', '设罗门', '交态薄', '门可罗雀', '张罗门', '置雀罗', '不署门', '罗雀闲门', '廷尉张罗', '翟公冷落', '交态存', '罗伤翟廷尉', '雀罗', '雀罗廷尉', '雀有罗', '署门书', '闲门罗雀', '有雀尚廷尉', '翟公门外雀罗稀', '翟公悟', '翟市悲', '空门雀罗', '罗雀', '罗雀门冷', '罗网门前有', '门前雀栖', '门前张罗雀', '穷巷张罗', '无雀张罗', '闲门任张罗']
金掌（汉武帝）	['仙人掌', '金茎露', '金盘露', '承露盘', '金掌露', '铜盘露', '仙盘', '金茎玉露', '承露金茎', '仙茎', '露下金茎', '饮花露', '汉帝金茎', '汉宫仙掌', '芙蓉仙掌', '汉宫盘', '露漙金掌', '金茎', '露盘', '武帝金盘', '金掌', '琼屑晨杯', '魏宫铜盘', '汉武盘', '金茎盘', '露掌', '盘概碧霄', '盘露', '铜盘', '仙掌']
登坛（刘邦，萧何，韩信）	['追亡', '无双国士', '登坛', '拜韩信', '萧何追韩信', '筑坛', '宁郁郁久居此', '韩侯将坛', '韩信']
池塘生春草（谢惠连，谢灵运）	['池塘草', '春草池塘', '池塘春草', '池塘梦', '谢家池', '春草梦', '芳草池塘', '芳草梦', '谢池', '池塘生春草', '春草句', '池塘句', '梦草池塘', '梦惠连', '梦中芳草', '谢池草', '忆惠连', '梦春草', '谢家春草', '池塘春草句', '草绿池塘', '春塘草', '谢客池塘', '梦阿连', '生池草', '池塘草绿', '惠连梦', '满塘春草', '诗有神助', '谢池吟', '草池春晓', '池有草', '春草吟笔', '高树变鸣禽', '梦春池', '梦谢塘', '诗塘春草', '谢池诗', '谢家池塘', '谢郎梦', '残梦芳草', '池草', '好句池塘', '梦芳草池塘', '梦通谢惠', '神功', '庭草', '谢堂神语']
中圣（徐邈）	['清圣', '贤人酒', '中圣人', '圣贤中', '清圣浊贤', '徐邈圣', '圣贤酒', '中贤圣', '浊贤清圣', '中圣中贤', '酒无贤圣', '酒圣', '酒贤', '贤圣物', '中圣', '酒号贤人', '问贤圣', '浊酒醉贤人', '樽中圣', '杯中神怪物', '乐圣', '美酒参圣', '瓮贮贤人', '贤圣', '贤圣日中', '徐邈酒仓空', '徐邈酒圣贤', '徐邈中圣贤']
葛洪（葛洪，葛玄）	['葛仙翁', '葛长官', '葛洪', '稚川']
当垆（卓文君，司马相如）	['卓女', '临邛客', '文君酒', '当垆人', '相如涤器', '卓氏垆', '涤器当垆', '典千金裘', '当垆卖酒', '典征裘', '文君取酒金', '卓家垆', '卓女当垆', '酒垆身世', '相如穷', '成都贳酒', '涤器', '混佣保', '临邛沽酒客', '临邛美酒', '临邛问酒垆', '卖车骑', '抛犊裤', '贫卖相如骑', '贳酒成都', '相如裘', '卓氏杯', '当垆', '当垆卓文君', '酒垆风流', '酒浓何暇卓文君', '临邛酒客', '马卿涤器', '文君当炉', '文言当垆', '相如犊鼻裤', '相如垆边', '相如蓬门']
白社	['白社']
连城（秦昭王，蔺相如）	['连城璧', '连城价', '怒发冲冠', '重连城', '冲冠发', '连城玉', '相如璧', '连城贵', '全赵璧', '完璧归赵', '回赵璧', '头碎柱', '赵璧', '抱璧还', '酬赵璧', '能回赵璧', '头与璧俱还', '邯郸玉', '璧终全', '蔺卿全璧', '秦璧归', '碎壁', '先生令赵重', '赵璧犹全', '指图睨柱', '连城', '睨柱吞赢', '秦城未易', '全璧', '入贡全璧']
瑶台	['十二瑶台', '昆台', '瑶台', '瑶阙']
卧袁安（袁安）	['闭门高卧', '袁安卧雪', '卧袁安', '袁安高卧', '袁安僵卧', '僵卧袁安', '洛阳高卧', '袁户', '袁门闭', '冻卧袁安', '扃门卧', '穷檐高卧', '袁安爱晴早', '袁扉掩', '袁生闭门', '高卧过冬', '积雪卧园', '袁安闭关', '袁安穷巷', '袁生掩扉']
烂柯（王质）	['烂柯人', '斧柯烂', '樵柯', '柯斧', '烂斧柯', '烂柯棋', '樵柯烂', '烂柯', '烂柯仙子', '烂樵斧', '樵柯烂尽', '王质观棋', '采樵', '苍枰烂斧', '观棋', '光阴未抵一先棋', '看棋', '柯烂', '柯烂忘归', '柯山棋局', '樵夫看棋', '逢仙柯朽', '观棋烂河', '看局', '看棋逢神仙', '柯催', '柯山', '柯山菊', '柯云罢奕', '棋终烂柯', '樵斧', '石室棋半局']
知音	['知音']
吊屈（贾谊，屈原）	['吊屈', '吊屈原', '吊灵均', '吊三闾', '吊长沙', '吊沅湘', '投湘赋', '吊沉湘', '吊楚臣', '吊湘魂', '吊骚魂', '奠楚魂', '诗吊汨罗魂']
泛梗（苏秦）	['蓬梗', '浮梗', '漂梗', '飘梗', '梗泛', '悲梗', '泛梗', '漂流木偶', '土偶桃人', '断梗疏萍', '桃梗泛', '为梗', '断梗', '萍梗', '士偶桃梗', '土偶', '土偶漂流']
龙竹（费长房）	['投杖', '葛陂龙', '竹笼', '龙杖', '龙竹', '杖化龙', '壶公龙', '裁寒竹', '龙化葛陂', '投葛陂', '乘竹杖', '葛陂', '葛陂筇竹', '化龙筇', '剪成龙', '龙材', '投陂竹', '掷杖成龙', '竹杖成龙', '别杖', '葛陂骑竹', '葛水还杖', '葛水龙变', '化龙', '仙翁竹杖', '竹杖']
著鞭（祖逖）	['祖生鞭', '祖生先', '祖逖鞭', '施鞭', '祖鞭', '鞭先著', '著祖生鞭', '祖鞭先著', '祖生先著鞭', '先鞭', '著鞭', '后施鞭', '下鞭', '祖逖后施鞭', '先我鞭', '争雄鞭', '祖逖先鞭']
披云（乐广，卫瓘）	['披云雾', '睹青天', '乐云', '披云', '披雾', '披云睹青天', '雾一披', '乐广披云', '乐广云', '乐令天']
依刘（王粲，刘表）	['依刘表', '王粲依人', '荆州座上', '事刘', '依刘']
洪炉	['大炉', '天地炉', '洪炉']
精卫	['精卫填海', '填沧海', '含石', '精卫衔石', '精卫恨', '衔木石', '衔木', '精卫苦', '禽填海', '化精卫', '填海心', '帝女灵', '填瀚海', '碧海乾', '帝女填', '魂化精卫', '精卫衔芦', '填海精卫', '衔石冤禽', '沧海鸟', '沈冤鸟口', '帝子衔冤', '费木石', '精卫怒', '口衔山石', '禽海填', '填渤澥', '投石填海', '衔木鸟', '衔石', '衔土怨', '帝女衔石', '精卫', '女娃东海', '石填大海', '填海', '心平海', '冤禽']
祢衡	['祢生', '祢处士', '祢先生', '祢贤', '祢笔', '祢衡']
