allusion	variation_list
潜夫（王符）	['潜夫论', '潜夫']
纵横	['纵横']
下车（武王）	['下车', '下车佳政']
日边（司马昭）	['日边', '日下', '日远']
铁冠	['铁冠']
佩刀（吕虔，王祥，王览）	['吕虔刀', '赠宝刀', '吕刀', '宝刀赠', '吕虔佩刀', '佩刀', '虔收宰相刀', '识佩刀', '重佩刀', '宝刀世载', '传家宝刀', '佩刀世三公', '尚书佩刀', '王祥贻刀', '贻佩刀', '玉祥得佩刀', '宰相刀']
黄霸	['黄颍川', '黄霸']
伍员涛（伍员，文种）	['素车白马', '胥涛', '白马素车', '灵涛', '胥潮', '伍胥潮', '白马潮', '怒涛飞', '伍胥涛', '灵胥怒', '胥怒', '子胥潮', '子胥鸱夷', '子胥涛', '前胥后种', '银涛白马', '鸱夷没', '鸱夷革', '鸱夷恨', '伍员潮', '伍胥神', '伍子涛', '白马银涛', '鸱夷血', '灵胥八月涛', '八月潮怒', '怒为涛', '伍相鸱夷', '伍员涛', '子胥灵', '子胥弃', '东流生白波', '素车驾长鲸', '涛江雪浪', '伍相潮头', '伍胥白浪', '胥涛溅恨', '壮志死不息', '子胥鼓浪', '白马踏海潮', '乘潮', '鸱夷怒涛', '寒涛拥伍胥', '魂庄怒涛', '灵胥', '怒涛犹不平', '前潮作子胥', '素车走灵胥', '伍生传谬', '伍相', '伍胥恨不灭', '伍胥怒涛', '胥江万里涛', '子胥怒钱塘', '子胥弃江']
萧寺（萧子云，萧衍）	['萧寺', '萧家寺']
栖梧	['巢梧', '凤凰宿', '栖梧', '托椅桐']
张骞	['博望侯', '张博望', '张骞']
三岁字	['袖中书', '三岁字', '字不灭', '怀袖三年', '袖中字', '入怀', '贮书怀袖']
孟母邻（孟子，孟母）	['孟邻', '孟家邻', '孟母邻', '孟母三迁', '孟母教', '孟母迁邻', '孟子邻', '三迁教养', '三徙']
钓鳌	['连鳌', '连六鳌', '鳌岭', '鳌钓', '钓连鳌', '龙伯钓鳌', '龙伯国人', '龙伯钓', '巨鳌钓', '钓鳌', '龙伯翁', '巨鳌连钓', '龙伯啖', '三岛钓鳌', '长竿钓巨鳌', '鳌戴', '鳌驾蓬莱', '鳌山', '巨鳌', '灵鳌', '六鳌', '龙伯戏', '一钓十五鳌']
陆机	['陆平原', '平原内史', '陆机', '平原']
埋轮（侯文，张纲）	['问狐狸', '豺狼当路', '埋轮使', '轮埋', '埋轮', '扫豺狼', '张纲埋轮', '狐狸不足论', '埋轮气', '狐狸避宪章', '狐狸何足道', '惧埋轮', '洛下狼', '埋轮守', '狐狸谁问']
月窟	['月窟']
买山（支遁，深公，巢父，许由）	['买山钱', '买青山', '买山隐', '买山赀', '卖山', '买山而隐', '无钱买山', '钱买山', '道林钱', '买峰', '买山', '作意买山', '不费青蚨买', '不用道林钱', '买得前山', '买山归老', '西山买白云', '买山巢由笑', '支遁不惜钱', '支公计']
归去来（陶潜）	['归去来', '赋归来', '归去来兮', '赋归田', '渊明归去', '渊明归', '赋归去来', '愧渊明', '吟归去', '渊明赋归', '渊明归来', '元亮归来', '陶令赋归来', '陶令归去', '归去吟', '陶令去官', '陶令思归', '归去篇', '罢官陶令', '赋得归来', '陶令辞彭泽', '归去陶', '归田先作赋', '归卧渊明', '还家陶令', '彭泽初归', '彭泽归田', '陶令解龟', '陶休', '投组归来', '渊明归意', '赋归', '归来同元亮', '靖节赋归', '陶令几时归', '陶潜休官', '渊明解征骖']
颍川政（黄霸）	['颍川政', '征颍川', '颍川征诏', '征黄']
扫门（魏勃）	['扫门求见', '丞相扫门人', '扫舍人门', '扫门', '扫门踪魏勃', '长扫朱门', '埽门士', '无私断扫门', '相门洒扫', '拥帚扫公门']
嵇康懒（山涛，嵇康）	['论懒', '嵇康懒', '嵇懒']
佳气（刘秀，苏伯阿）	['佳气', '南阳气', '南阳佳气', '皇州佳气葱葱']
漂母（韩信，漂母）	['一饭恩', '饭王孙', '一饭千金', '漂母恩', '韩信饿', '千金酬一饭', '王孙钓', '漂母惠', '楚媪馈王孙', '淮阴纶饵', '邂逅漂母', '寄食王孙', '溧母矶头', '漂母']
金微	['金微']
元瑜（阮瑀）	['阮元瑜', '阮家', '阮瑀', '元瑜']
傲吏	['傲吏']
三千客（田文，魏无忌，黄歇）	['三千客', '三千士', '食客三千']
山涛	['山吏部', '山公', '巨源', '山涛']
薜荔衣	['薜萝衣', '薜荔衣']
误曲（周瑜）	['周郎顾', '赏音稀', '顾曲周郎', '周郎顾曲', '顾周', '忆周郎', '周郎一顾', '顾曲人', '觅周郎', '误曲', '待一顾', '畏周郎', '顾曲多情', '顾曲中误', '回头顾曲', '曲误不须顾', '误顾', '一顾周郎', '周郎赏', '周郎尚不知', '周郎知曲误', '周郎知音', '周郎醉眼', '公瑾见误', '顾曲', '恋红牙', '曲误试周郎', '微笑周郎', '误新声试周郎', '小误回头', '知音周郎', '周郎识曲']
九门	['九门']
张仪	['舌存', '张仪舌', '存舌', '吾舌在', '留舌', '仪舌', '疑璧', '张仪舌在', '盗璧', '仪舌在', '纵横舌', '韫璧', '璧非真盗', '舌在何忧', '诬张仪', '有舌', '恒视舌', '留舌示妻', '舌问妻孥', '舌在', '张仪']
黍离	['禾黍高低', '闵周', '黍离', '黍稷叹']
抱瓮（庄子）	['汉阴机', '抱瓮灌园', '汉阴老', '汉阴瓮', '汉阴灌', '抱瓮', '汉阴诮', '吴机械', '无机抱瓮', '抱瓮天机', '抱瓮罂', '槔与瓮', '机事机心', '机心抱瓮', '绝机叟', '忘机同汉阴', '嗤桔槔', '灌阴叟', '汉阴报瓮', '汉阴嗤', '机心', '桔槔贤抱瓮', '圃田公', '天机如汉阴', '忘机', '无橘槔', '无械容机']
毛遂（毛遂，赵胜）	['囊中锥', '处囊中', '囊中颖', '处囊锥', '脱颖出', '收毛', '锥出囊', '利颖', '毛遂锥', '露囊锥', '毛遂颖脱', '锥在囊', '颖脱', '利锥末', '囊未出', '透颖锥', '脱颖人', '重毛遂', '敛颖', '毛遂', '囊透锥', '囊锥', '颖露囊锥', '颖囊', '锥难自荐']
灌园	['灌园']
尝胆（勾践）	['卧薪尝胆', '薪胆', '雪会稽', '握火', '会稽耻', '尝胆', '尝胆权谋', '句践胆', '饮胆', '抱冰', '卧薪']
魂招（屈原，宋玉）	['楚辞招', '楚些歌', '楚魄难招', '魂招', '招魂', '飞魂招楚些', '骚魂招不返', '楚些']
牧马（黄帝，大隗）	['游童', '寻大隗', '逢牧马', '襄野童', '牧马', '七圣心迷', '前马圣', '随大隗', '具茨', '失遒襄野']
伶伦（伶伦，黄帝）	['伶伦吹', '伶伦管', '伦伶', '伶伦采', '伶管', '昆仑竹', '采竹昆仑', '伶伦凤律', '伶伦曲', '伦律', '嶰谷枝', '伶伦', '嶰谷黄钟', '学凤鸣']
金蟾	['素蟾', '金蟾', '寒兔', '清蟾', '兔蟾', '小蟾', '化蟾', '寒蟾', '秋蟾', '升兔', '老蟾', '凉蟾', '银蟾']
龙媒	['龙媒']
解佩（郑交甫）	['双佩', '汉佩', '汉皋佩', '投佩', '江皋解佩', '汉皋解佩', '汉皋佩冷', '解佩', '汉皋珠佩', '汉皋佩失', '汉上衿', '汉浦遗玦', '佩失', '琼佩遗交甫', '汉浦解佩', '江妃', '捐佩遗交甫']
狗盗（田文）	['鸡鸣狗盗', '狗盗鸡鸣', '鸡鸣函谷', '学鸡鸣', '感孟尝', '放孟尝回', '鸡鸣夫', '鸡鸣试关', '鸡鸣夜乱', '借晓人', '漏却田文', '脱函关厄', '崤函关出', '狗盗', '函谷孟尝归', '函关报晓鸡', '开关计', '乱真鸡', '齐客偷秦官', '伪鸡鸣', '学鸣鸡']
荀令香（荀彧）	['满身香', '荀令香', '香满衣', '令君香', '令公香', '荀令香炉', '荀令熏炉', '荀令炷炉香', '荀炉', '风流荀令', '荀衣', '国香荀令', '香闻荀令', '荀公几日香', '荀令焚香', '花香逐荀']
留侯	['留侯']
朝宗	['朝宗']
小阮（阮咸，阮籍）	['二阮', '小阮', '阮咸', '仲容']
塞上翁（塞翁）	['塞上翁', '塞翁失马', '失马翁', '塞翁心', '塞马', '塞翁祸福', '塞边翁', '失马何忧', '塞翁', '失马安知非福']
上蔡（李斯，赵高）	['上蔡门', '叹黄犬', '黄犬叹', '黄犬悲', '上蔡悲', '上蔡苍鹰', '悲东门', '李斯犬', '上蔡黄犬', '忆黄犬', '上蔡公子', '黄犬应闻笑李斯', '东门犬(狗)', '呼鹰上蔡头', '黄犬回头', '东门黄犬', '思大东门', '上蔡', '李斯拘秦桎', '李斯追悔', '上蔡呼鹰']
长者车（陈平）	['长者车', '长者辙', '无车辙', '门前车辙', '门前长者车', '车多长者', '长者来寻', '陈巷', '门无车辙', '穷巷回车辙', '柴门车辙', '席门穷巷', '老人骖驭往', '曲逆车', '陈巷车音', '席维门', '辙迹陈巷']
玄圃（周穆王）	['悬圃', '玄圃']
掷地（孙绰）	['掷地', '金石击撞', '金石声', '金声掷地', '金玉铿如', '掷地胜如金玉', '掷地篇', '掷金']
淮阳卧（汲黯）	['薄淮阳', '淮阳卧', '卧淮阳', '淮南卧', '淮阳绩', '淮阳薄', '淮阳病', '淮阳高卧', '病太守', '淮阳多病', '淮阳效理', '汲黯卧理', '卧理', '卧治']
傅岩（傅说）	['傅说版筑', '相殷', '傅岩', '傅氏筑', '筑岩', '版筑']
衔芦	['衔芦', '一枝芦']
斩蛇（刘邦）	['赤龙子', '蛇分', '大蛇中断', '赤帝孙', '白蛇死', '汉高斩蛇', '蛇母哭', '斩蛇人', '斩蛇', '赤龙', '高祖斩蛇', '赤精', '大泽诛蛇', '断蟒长途', '汉祖白蛇', '沛公斩蛇']
席上珍（孔子）	['席上珍', '席上儒', '席珍']
流霞	['醉流霞', '紫霞杯', '霞浆', '流霞杯', '餐霞客', '饮霞', '流霞酒', '吸流霞', '霞酌', '霞盏', '流霞', '一杯霞', '霞杯', '霞环', '霞石杯', '仙杯落晚霞']
坑降（白起）	['坑降', '坑赵', '赵坑', '长平事', '秦坑', '长平苦', '长平冤气']
七贵	['七贵']
鲁阳戈（鲁阳公）	['鲁阳戈', '鲁戈', '挥天戈', '转日回天', '鲁阳挥戈', '却日戈', '驻白日', '指日戈', '挥戈回白日', '鲁阳德', '挥日戈', '回天却日', '鲁戈回日', '回戈术', '驻景戈', '戈挥景', '挥戈', '挥戈术', '剑舞转颓阳', '日避挥戈勇', '日轮驻霜戈', '司天戈', '长戈回白日', '酣战挥日', '挥戈退日', '麾日之戈', '回日轮', '鲁日回轮', '鲁阳驻日']
击筑（高渐离，荆轲，狗屠）	['燕市悲歌', '击筑歌', '燕赵悲歌', '燕市筑', '悲歌燕市', '渐离击筑', '荆卿歌', '行歌燕市', '燕市狂歌', '歌酒市', '击筑', '燕市击筑', '蓟门歌', '市筑', '燕市泣', '高歌酒市', '击残哀筑', '击筑渐离', '渐离弦', '荆歌高筑', '离击筑', '秦廷筑', '狗屠', '荆高', '燕酒初酣']
钧天（赵简子）	['钧天乐', '钧天梦', '钧天广乐', '帝乐', '钧天奏', '天钧', '梦钧天', '钧天九奏', '钧天帝所', '梦断钧天', '钧天游', '帝所钧天', '无梦到钧天', '钧天梦帝乡', '天帝乐', '简子魂', '钧天', '梦听帝乐', '帝所', '歌庄钧天', '广乐', '广乐揍钧天', '赵简闻乐']
邹枚	['邹枚']
雕龙	['雕龙']
一顾（伯乐，淳于髡，苏代）	['伯乐顾', '一顾', '牵驱入市']
三车	['三车', '白牛']
种玉（杨伯雍）	['种玉田', '蓝田种玉', '种玉', '玉田', '种出蓝田', '种田生白玉', '耕耘生白璧', '美田种玉', '秧白石', '有田种玉', '玉持雍伯', '种田生玉', '种玉无田']
芸阁	['芸斋', '芸台', '芸阁', '芸香吏', '香芸避蠹']
河梁	['河梁']
班姬（班婕妤）	['班女', '婕妤', '班姬']
八龙（荀淑）	['荀龙', '八龙', '荀家兄弟', '颍川']
鹊喜	['鹊喜', '恨乌鹊', '鹊语', '喜逐行人至', '乌鹊嗔']
肘后方（葛洪）	['肘后方', '肘后符', '肘方', '肘后药', '肘后金壶']
曹刘（刘桢，曹植）	['曹刘', '曹刘词赋', '曹刘文章']
扶桑	['扶桑', '扶桑九日']
禹凿（夏禹）	['禹凿', '夏后', '治水']
庄椿（庄子）	['八千岁', '八千春', '庄椿', '椿龄', '椿寿', '八千椿', '春难老', '漆园椿', '椿岁', '椿同', '菌蟪', '松椿寿', '仙椿', '春龄', '祝椿算', '椿菌年', '椿年', '春算', '椿不争年', '椿姿', '大椿', '说椿', '庄木八千年', '朝菌', '椿树', '灵椿', '冥灵墓', '寿木大椿', '小年', '燕山训']
尧蓂（尧）	['尧蓂', '蓂叶', '历草', '月蓂', '蓂落', '数蓂', '蓂荚']
煮白石	['煮白石', '白石煮', '餐白石', '白石先生', '煮石方', '白石飞仙', '折白石', '白石和泉煮', '白石仙翁', '煎白石', '石似临邛芋', '煮石吃', '铛白石', '根石同煮', '仙煮白石', '煮石']
鲁恭（刘馀）	['雉过', '鲁恭化', '鲁雉', '乳雉驯', '童子怀仁', '使车听雉乳', '童子狎雏', '狎雉', '政成驯雉', '雉留', '车迎雉群', '鲁恭', '狎雉驯童', '驯雉']
迷下蔡（宋玉）	['嫣然一笑', '一笑嫣然', '下蔡阳城迷', '嫣然凝笑', '迷下蔡惑阳城', '迷下蔡', '阳城下蔡', '下蔡迷', '惑阳城', '阳城笑', '下蔡倾', '下蔡城危', '东家一笑', '阳城惑']
惠连	['惠连']
任公	['任公子', '任钓', '沧海钓', '钓东海', '犗饵', '任公钓东海', '巨缗东钓', '钓竿疏', '钓鲸公子', '任公', '任公大饵', '五十犗为饵', '一钓饱千里', '巨海钓', '任子']
金汤（蒯通）	['金汤', '汤池']
轻车（李蔡）	['李轻车', '轻车']
补衮（仲山甫）	['补衮', '衮职']
巨灵	['巨灵手', '灵掌', '巨灵擘山', '巨灵', '擘两山', '运神斧', '擘泰华', '灵胡掌', '巨灵开山', '擘中流']
草圣（张芝）	['张芝', '张伯英', '伯英草圣', '草圣', '张英']
鹪鹩（许由，唐尧）	['鹪鹩一枝', '鸠巢一枝', '鹪鹩', '一枝安', '鹪鹩志', '一枝眠稳']
徐福	['不死药', '徐福楼船', '童男丱女', '五百童女', '徐福一去', '海中童丱', '秦帝使', '求药使', '徐福竟何成', '徐福求药', '徐生迹', '追徐福', '徐韨邀', '徐韨载女', '徐福', '徐福不得仙']
后庭花（陈叔宝）	['后庭花', '歌玉树', '琼枝璧月', '璧月琼枝', '庭花遗曲', '玉树唱', '璧月琼树', '玉树后庭花', '南朝旧曲']
结网	['羡鱼情', '羡鱼心', '临渊羡鱼', '临川羡鱼', '羡鱼', '结网', '临川思结网', '结网空羡']
机石	['支机石', '机石', '取石']
元凯	['元凯']
鸡树（刘放，孙资，曹肇）	['鸡树', '鸡栖']
三星照户	['今夕何夕', '今夕是何年', '今夕何年', '三星照户', '三星曙']
哭秦庭（伍员，申包胥）	['哭秦庭', '秦庭哭', '救楚', '哭庭', '秦庭泪', '包胥血', '愧包胥', '包胥存楚', '包胥一出', '包胥一哭', '包胥一诺', '楚包胥', '哭秦兵', '申胥恨', '包胥救楚', '包胥哭秦庭', '复楚孤臣', '哭救楚', '申包恸哭', '申包胥就楚', '依墙哭楚']
卢女	['卢女']
悬车	['悬车']
沃洲	['沃洲']
掌中舞（张净琬，赵飞燕）	['掌中看', '掌上身', '掌中轻', '飞燕轻', '掌上舞', '掌上轻', '掌中舞', '掌中飞燕', '赵后身轻', '静婉腰', '掌上人', '飞燕身轻', '掌上怜', '纤腰掌上', '掌中无力', '掌中行', '君王掌上', '舞掌轻', '掌上承恩', '转纤腰', '飞燕掌中娇', '皇后舞', '静婉舞', '掌中托', '汉宫舞腰', '汉后身轻', '轻身舞', '上掌']
丹丘	['羽人邱', '羽人丘', '羽人', '丹邱', '丹丘']
凤毛（王劭）	['识凤毛', '凤毛长', '凤毛', '得凤', '凤皇毛', '凤一毛', '见凤毛', '五色毛', '一毛']
鲁连书（田单，鲁仲连）	['鲁连书', '飞一箭', '下聊城', '一笴', '鲁连箭', '聊城矢', '射聊城', '燕将书', '破聊城', '聊城功', '一箭书', '聊城笴', '鲁连射书', '系书', '一矢解世纷', '一矢聊城飞去', '飞书', '箭镞无书', '鲁连乘舟', '鲁连箭书', '田单惭取聊', '下燕城', '一发下城']
德星（陈寔）	['聚德星', '贤人聚', '德星会', '聚贤人', '聚星人', '德星', '聚星', '天上德星聚', '五百里内贤人聚', '荀星', '星聚', '荀家聚星', '占星聚德']
苏属国（苏武）	['苏属国', '典属国', '属国归', '苏武封薄']
鹤书徵	['鹤书徵']
覆盆	['戴盆望天', '望天盆', '覆盆', '戴盆', '首戴盆']
双成（董双成）	['董双成', '琅璈', '侍女吹笙', '双成']
剧孟	['剧孟']
无弦（陶潜）	['无弦琴', '琴无弦', '没弦琴', '陶琴', '陶令琴', '靖节琴', '无声琴', '彭泽横琴', '陶琴不要弦', '陶琴无弦', '陶翁琴', '无弦', '空抚余徽', '琴中得趣，弦上何劳声', '意在无弦', '渊明琴中趣']
捧日	['捧日']
平原君	['平原君']
骑儿逢郭伋（郭伋）	['竹马待', '骑儿逢郭伋', '仙童驭竹', '竹儿争见', '童子骑竹', '竹马拜迎', '儿童竹马', '竹马迎', '儿童骑竹马', '童稚欢迎', '骑竹欢迎', '童子争迎', '迎使君车', '竹马约', '儿骑空迎', '骑竹更生', '有儿迎郭伋', '竹儿争见君', '竹马旧童', '竹马望尘', '竹马迎逢', '竹马迎郭伋', '竹马童子', '儿骑']
真龙（子张，鲁哀公，沈诸梁）	['好龙', '叶公好龙', '叶龙', '叶公好尚', '真龙', '画龙', '牖下窥龙', '真龙反惊叶', '郝贞隆', '画龙在叶', '叶公', '叶公见真龙', '叶公岂好真龙']
李陵（刘彻，李陵）	['李少卿', '都尉', '降虏', '李陵']
秦封（秦始皇）	['秦封', '五大夫', '大夫松', '大夫封', '封松', '松作大夫', '五株树', '大夫材', '秦封大夫', '五株封', '大夫树', '秦封树', '秦王封', '五树松', '秦帝封', '始皇封松', '秦官']
广陵散（嵇康）	['广陵散', '广陵客', '广陵弦', '广陵故事', '顾索素琴']
萍风（宋玉）	['萍风', '生萍末', '风生蘋叶', '风生萍叶', '啸起青萍']
花雨	['天女散花', '散花天女', '散花天', '雨天花', '天女花', '曼陀雨', '天雨曼陀', '散六花', '诸天散花', '天花拂袂', '花雨', '雨花', '散花维磨室', '天花', '天女相试']
雍门琴（田文，雍门周）	['雍门琴', '曲池平', '雍门弹', '雍门哀', '雍门泪', '雍门歌', '雍琴', '雍门言', '池台泪', '池台无恙', '雍门鼓琴', '琴下雍门泪', '薛公泪', '薛县池平', '雍门奏', '曲池合，高台灭', '雍门琴曲']
王谢（王导，谢弘微）	['王谢风流', '乌衣门巷', '旧时王谢', '风流王谢', '乌衣门第', '王谢乌衣', '王与谢', '门巷乌衣', '王家与谢家', '王谢', '乌衣年少', '王谢邻里', '王亭谢馆']
宋玉	['宋玉']
仁风（袁宏）	['仁风动', '袁宏扇', '袁宏一扇风', '赠扇有仁风', '东阳仁', '满扇好风', '偶然入手送东阳', '仁风', '仁风扇动', '扇似袁宏', '袁虎扇', '赠扇扬风', '持赠东冶亭', '扬风赠扇', '袁郎扇']
鹊印	['鹊印', '怀印', '化金印', '鹊衔金印', '石印飞', '喜鹊捧金印']
怀铅（扬雄）	['怀铅', '铅椠', '铅简']
万年枝	['万年枝', '万年树']
粉署	['粉署']
华亭（陆云，陆机）	['华亭鹤', '华亭鹤唳', '闻唳鹤', '鹤唳华亭', '华亭唳', '华亭清唳', '华亭叹', '华亭闻鹤', '华亭一鹤', '愁鹤唳', '华亭别酒', '华亭归梦', '陆机禽', '陆云家鹤', '忆华亭唳', '悲鹤华亭', '华亭', '华亭日中言', '听华亭唳']
廉颇	['廉颇']
三杰（张良，萧何，韩信）	['三杰', '三贤事汉', '汉相人杰']
何水部（何逊）	['何水部', '何水曹', '何记室', '记室何郎', '记室何逊']
何逊	['何逊', '仲言丽藻']
建安作	['建安骨', '建安时', '建安作', '建安体', '建安吟']
锦帐	['锦帐郎', '锦帐']
金丸（韩嫣）	['逐金丸', '韩嫣弹', '韩嫣金丸', '金丸', '拾金丸', '黄金作弹圆', '韩嫣金弹']
淮南药（刘安）	['淮南药', '淮王丹', '淮王术', '淮王爱道', '淮南登仙', '淮王羽化']
熊轼	['画熊', '熊轩', '熊轼']
李膺	['李膺']
广成子	['广成子']
望夫	['望夫石', '望夫山', '山头石', '望夫台', '化石心', '化作石', '山头化石', '身化石', '矶头新妇石', '山头似人石', '化石山头妇', '妾身为石', '化石', '望夫']
金埒（王济）	['马埒', '黄金埒', '钱埒', '金埒', '金埒马', '马埒编金', '马埒堆金', '铺钱埒', '永埒铺金', '铺金作埒']
九转	['九转丹', '九转']
杏田（董奉）	['杏田', '董奉杏', '虎卖杏', '杏树', '种杏']
虎溪（陶潜，僧慧远）	['过虎溪', '虎溪僧', '虎溪相送', '虎溪远', '远公不出', '虎溪', '勿过虎溪', '长隔虎溪', '三笑']
九皋	['九皋鹤', '鹤鸣九皋', '九皋唳', '九鹤', '九皋', '皋通鹤', '九鹤唳']
黄公（王戎）	['黄公垆', '卖酒垆', '黄公酒垆', '黄翁', '黄公', '黄公肆', '黄垆', '酒垆陈迹问', '酒垆论交', '酒垆文友', '酒垆姓黄']
三黜（柳下惠）	['学柳下惠', '如柳下惠', '三黜', '三见黜', '三宜黜', '三黜柳', '柳下贤', '三黜柳士师', '黜有三', '畏三黜']
公车	['公车']
姹女	['姹女', '河间数钱', '数金', '奼女', '数钱']
绛帐（马融）	['马帐', '隔绛纱', '绛纱帐', '绛幄', '马融帐', '绛帐先生', '马融绛帐', '传纱帐', '绛帐马融', '身在绛纱', '后堂列女乐', '绛纱坐帐', '马公礼乐', '笙歌绛帐', '钗钿拥马融', '绛纱', '绛帷', '绛帐']
系日	['长绳系日', '系日']
和鸣（懿氏，陈完）	['陈凤', '卜凤凰', '凤兆', '和鸣', '鸣凤飞', '配凤凰']
乘桴（孔子）	['乘桴浮于海', '浮溟', '泛浮槎', '浮海叹', '乘桴海上', '乘桴计', '从我者谁', '桴泛', '浮海', '海可浮', '宣尼浮海', '乘桴']
牧羊儿（黄初平）	['牧羊儿', '初平羊', '金华牧羊', '群羊化石', '羊起', '金华牧羊儿', '初平群羊', '牧羊金华', '慕初平', '寻初平', '叱起', '初平期', '乱石似羊', '驱石不成羊', '仙人拥石', '白羊', '鞭石仙人', '动石为羊', '金华羽士', '驱羊动石', '童子驱石', '问羊初平在', '问羊到金华']
折槛（张禹，朱云）	['攀槛', '斩马剑', '朱云折槛', '赐尚方剑', '朱云剑', '断佞臣头', '朱云请剑', '朱云请', '上方请剑', '折槛', '朱云地下游', '攀槛朱云', '尚方请剑', '折槛郎', '丹槛折', '直言旗', '叱禹', '槛独攀', '折槛英风', '请剑', '请剑折槛', '斩马上方剑', '朱云直言']
触藩	['触藩羝', '羝羊触藩', '羝触藩', '羊触藩', '羝羊触', '藩羝', '触藩', '藩羊触']
天吴	['天吴']
三缄（孔子）	['三缄', '金人偈', '垂戒鑴铭']
燕石	['燕石', '燕珉', '宋人宝燕石', '宋人遇周客', '燕巾滥宝', '宋人不辨玉', '缇袭三四', '燕石十袭', '十袭']
麋鹿姑苏（伍员，刘安）	['麋鹿游', '姑苏麋鹿', '荒台麋鹿', '麋鹿荒台', '麋鹿姑苏', '麋鹿呦呦', '聚麋鹿', '鹿走姑苏', '吴宫麋鹿', '苏台鹿走', '吴台草', '鹿登台榭', '鹿豕衔枯荠', '鹿游唐苑', '麋鹿泣姑苏', '麋鹿上高台', '湿楚臣衣', '台荒麋迹', '吴台游鹿', '野鹿上高台', '姑苏鹿戏', '姑苏蔓草', '荆棘堪伤', '鹿苑', '路走姑苏台', '湿楚衣', '吴苑走鹿麋', '香径走麋鹿', '游鹿', '游鹿衔花']
适荆蛮（王粲）	['适荆蛮', '飘零王粲', '王粲不归秦', '王粲滞荆州', '王粲别荆蛮', '去国王粲', '王粲去国']
夫子墙（子贡，孔子）	['数仞墙', '夫子墙', '及肩墙', '赐也墙', '丘墙', '子贡墙', '赐墙及肩', '及墙藩', '贤子贡', '圣门未窥']
素餐	['尸位素餐', '素餐', '尸素', '尸禄']
