allusion	variation_list
射雕手（斛律光）	['射雕手', '射雕', '射雕将', '落雕材']
忘筌	['得兔', '忘蹄', '忘筌蹄', '得鱼忘筌', '忘筌', '弃筌', '筌蹄弃', '筌蹄', '忘筌得鱼', '问旧蹄', '得兔忘筌', '钓罢忘筌']
苍梧	['虞帝魂', '九嶷', '苍梧', '九疑']
貂蝉	['貂蝉', '珥貂', '金貂']
却秦（鲁仲连）	['鲁连子', '蹈东海', '却秦', '蹈沧海', '鲁连蹈海', '耻帝秦', '谈笑却秦军', '却赏', '鲁连归', '沧海难追', '蹈沧州', '海见鲁连心', '鲁连解围', '鲁连遗风', '跳东海', '一笑无秦帝', '仲连逃海上', '蹈海', '适赵解纷', '终挠赵帝秦', '仲连逃海']
腐鼠（庄子）	['鸱吓', '吓鼠', '腐鼠吓', '吓腐鼠', '争腐鼠', '鸱得腐鼠', '吓飞燕', '猜意鹓雏', '腐鼠', '腐鼠顾', '腐鼠志', '鹓雏捐鼠', '鸱鸮疑', '吓梁园']
紫泥	['紫泥封', '紫泥书', '紫泥诏', '紫泥']
洪崖（洪崖，郭璞）	['洪崖肩', '拍洪崖', '洪崖井', '肩拍洪', '洪崖生', '拍古人肩', '拍洪崖肩', '洪崖拍肩', '把洪崖手', '郭景飞仙', '洪肩', '洪崖', '拍肩', '仙人拍肩']
王粲诗（王粲）	['仲宣赋', '王粲诗', '王粲诗成', '仲宣诗赋', '仲宣文章']
郑驿（郑当时）	['郑驿', '宾客过', '留宾驿', '郑庄邮', '置驿', '要贤驿', '郑驿留宾', '郑庄宾客地']
漳滨卧（刘桢）	['漳滨卧', '眠漳', '病漳', '漳滨鬼']
白头吟	['白头吟']
姑射	['姑射仙人', '冰肌玉骨', '冰雪容', '藐姑射', '冰雪颜', '玉雪姿', '雪肌肤', '霜雪姿', '姑射肌肤', '姑射仙姿', '姑射人', '姑射姿', '姑射冰肌', '藐姑仙子', '姑射子', '白雪姿', '姑射', '体如冰', '姑山客', '冰肤玉面', '姑射山头仙客', '雪貌冰肤', '冰肌', '冰姿', '姑峰仙质', '姑山冰肌', '姑射质', '藐姑射山之神']
应刘（刘桢，应玚）	['应刘', '应陈']
一瓢（许由）	['弃瓢', '风瓢', '悬瓢', '瓢挂树', '挂瓢人', '挂瓢', '一瓢喧', '挂树瓢空', '瓢饮', '一瓢', '一瓢风入', '一瓢闲挂', '饮水箕山', '枝上瓢空', '风作瓢生', '孤瓢枝上閒寄', '枯瓢闲寄', '枯瓢枝上寄', '厌喧解瓢', '一瓢不挂', '枝上瓢']
冶长非罪（公冶长）	['冶长非罪', '冶长猜', '公冶罪', '冶长缧绁', '公冶非罪', '冶长空待罪']
杯渡	['泛杯', '渡杯', '乘杯', '浮杯渡', '杯渡', '杯中渡', '浮杯', '木杯经']
瑶华	['瑶华']
燕赵女	['燕赵女', '燕赵人', '燕娥', '燕赵多娉婷', '燕赵佳姝']
悬弧	['悬弧']
吊鹤（陶侃之母湛氏）	['吊鹤', '鹤吊', '鹤拂碑', '天涯吊鹤', '宾惊吊鹤', '鹤吊陶', '鹤吊陶母']
韩康	['不二价', '无亭长识', '柴车夺牛', '韩康', '康伯驾牛', '修道夺牛']
突不黔（墨子，孔子）	['黔突', '突不黔', '孔席', '墨突', '席不暖', '黔吾突', '孔突', '不暖席，不黔突', '孔圣栖遑', '墨灶寒', '墨子突孔席', '暖席']
郗超（王珣，郗超）	['郗超', '髯参', '参军髯', '王珣短簿', '王珣作簿', '郗超髯', '佐军髯短']
雕虫	['雕虫']
鹑服	['悬鹑衣', '鹑悬', '鹑服', '鹑衣', '衣鹑结', '衣如飞鹑', '衣若悬鹑', '悬鹑', '衣有悬鹑']
负郭（苏秦）	['二顷田', '负郭田', '田二顷', '二顷良田', '负郭无田', '良田二顷', '负郭田二顷', '洛阳二顷', '求二顷', '二顷负郭', '负郭相君', '二顷季子田', '二顷未谋', '二顷', '负郭', '田同季子']
鸣岐	['岐山鸣凤', '鸣岐凤', '凤归昌', '鸣岐']
何郎（何晏，曹睿）	['粉郎', '何郎粉', '傅粉郎', '试汤饼', '何郎面', '傅粉何郎', '汤饼试何郎', '何郎傅粉', '傅粉疏狂', '何郎', '傅粉郎君', '汤饼赐都尉', '姓何应解傅', '傅粉', '热承汗', '汤饼试平叔', '疑粉']
薏苡谤（马援）	['薏苡明珠', '明珠薏苡', '薏苡谤', '薏苡冤', '收薏苡', '伤薏苡', '遭薏苡', '伏波薏苡', '马援载薏苡', '明珠恨', '明珠来戚里', '所载无南物', '薏苡成珠犀', '薏苡蜚语', '薏苡为文犀', '薏苡无车', '珠薏馀生', '伏波被谗', '明珠一车', '薏苡嗟', '薏苡遗恨']
铜柱（马援）	['伏波铜柱', '汉柱', '马援铜柱', '铜柱伏波', '铜柱', '马援柱', '汉将柱', '铜柱勋高', '云深铜柱', '马柱', '铜柱楼船']
镊白（左思，齐高帝）	['镊白', '镊鬓', '镊须', '镊霜须', '弄白须']
诸生（叔孙通）	['鲁诸生', '诸生']
潘兴（潘岳）	['潘兴', '潘安秋兴', '潘生秋思', '散骑悲秋', '潘郎振藻']
卧辙（侯霸，秦彭）	['遮归路', '卧车辙', '卧辙', '攀辕']
负鼎（伊尹）	['负鼎', '汤鼎', '伊尹负鼎', '汤举伊尹', '伊尹志', '伊尹', '尹屈烹饪']
平子赋（张衡）	['平子赋', '平子归田', '平子赋归田', '平子去', '张衡作赋', '平子田', '平子归休']
题凤（吕安，嵇喜，嵇康）	['题凡鸟', '题凤', '凡鸟', '吕安题凤', '凡客题凤', '题凤在门', '题门', '题字']
贰师	['贰师']
蜗舍	['蜗牛庐', '蜗牛舍', '蜗舍', '庐如瓜牛', '蜗庐', '蜗书户', '一室盘蜗', '蜗卖卜居', '蜗牛独居']
式微	['胡不归', '赋式微', '歌式微', '叹式微', '式微诗', '式微歌', '式微', '黎侯寓卫']
公主嫁乌孙（刘建，刘细君，乌孙昆莫）	['公主嫁乌孙', '黄鹤悲', '双鹤歌', '歌黄鹤', '凤女嫁乌孙', '歌黄鹄', '乌孙公主']
青衿	['青衿', '子衿']
旰食（伍奢）	['旰食', '宵旰', '宵衣']
梅妆（寿阳公主）	['寿阳公主', '梅花妆', '额点梅花', '蕊粉新妆', '寿阳妆', '宫额', '妆梅', '妆额', '额妆', '梅额', '梅花点额', '汉宫娇额', '额花', '梅花妆额', '寿阳宫额', '寿阳眉', '粉额妆', '吹到眉心', '额黄映日', '公主花', '刘梅贵主妆', '梅粉华妆', '梅蕊宫妆', '梅蕊妆宫额', '深宫点额', '寿阳公主面', '寿阳纤巧', '添妆韵似梅', '妆光梅影', '飞近娥绿', '宫妆', '含章', '含章春风面', '含章宫下妆', '梅花入寿阳', '梅花匀面妆', '梅新试妆', '梅妆', '飘到梅心', '试妆看吹面', '寿阳梅妆', '欲点妆额']
六龙	['六龙']
柳恽	['柳吴兴', '柳恽']
起予（卜商，孔子）	['起予', '起予篇']
灵和柳（张绪）	['灵和柳', '张绪风流', '风流张绪', '当年张绪', '蜀柳', '少年张绪', '张绪柳', '柳如张绪', '灵和标格', '张绪门前柳', '张绪如今老']
履声（郑崇）	['尚书履', '郑履', '尚书履声', '识郑崇', '汉履', '鸣汉履', '履声', '听履', '曳履', '著意履声', '革履', '郑崇履声']
庾公（庾亮）	['庾公', '庾亮']
玄度	['玄度']
士龙（荀隐，陆云）	['陆士龙', '云间陆士龙', '云间士龙', '云间陆生', '陆云', '日下鸣鹤', '小陆', '士龙']
铃阁	['铃阁']
埙篪	['埙篪']
刘桢病（刘桢）	['刘桢病', '刘桢沈痼']
周郎	['周郎']
荐祢（孔融，邹阳，祢衡）	['鹗表', '荐祢', '荐祢衡', '孤鹗', '荐士书', '荐衡', '荐祢书', '祢鹗', '飞鹗表', '一鹗书', '祢衡一鹗', '孔融表', '鹗难如', '搜一鹗', '文举荐祢衡', '文举识', '一鹗', '知祢不荐', '鹗荐', '鹗书', '荐鹗', '孔融荐鹗衡', '孔融荐士', '孔融怜衡']
一戎	['一戎衣', '一戎', '一衣']
曾参	['曾参', '曾子']
许由	['许由']
前筹（张良）	['借前筹', '箸筹', '子房筹', '前筹', '张良借箸', '张良箸', '借箸', '暂借良筹', '筹帷', '借筹']
竹马	['竹马']
青囊	['青囊']
洗兵	['洗甲兵', '洗兵马', '洗兵雨', '洗兵', '洗兵甘雨', '洗甲', '洗清兵甲']
鹿鸣	['鹿鸣', '鹿食萍', '食萍鹿']
王陵戆（刘邦，王陵）	['三尺水', '王陵戆']
少君	['少君']
绕朝策（士会，绕朝）	['赠策', '绕朝策', '绕朝鞭', '秦人策', '吾谋适不用', '绕朝赠策', '绕朝赠', '吾谋适可用']
生公	['生公']
绝交书（山涛，嵇康）	['绝交书', '索报书', '嵇康懒寄书', '中散旧交疏', '莫学嵇康', '中散交疏']
逐客（李斯）	['秦逐客', '逐客', '秦客']
黔娄	['嫁黔娄', '黔娄生', '黔娄贫', '黔娄', '康子高才', '黔娄衣', '黔娄安贫', '黔娄衿', '黔娄模样']
守株	['待兔', '守株待兔', '守株', '株守']
考槃	['考槃']
千金笑	['千金笑', '一笑千金', '千金一笑', '千金买笑', '买笑千金', '千金顾笑', '笑态千金', '一笑不值钱', '赠笑千金', '千金换笑']
谢家（谢灵运）	['谢宅', '谢家']
天鸡	['天鸡']
鲛室	['鲛馆', '鲛室']
杞国忧	['杞国忧', '杞天', '杞人忧天', '杞国忧天', '天忧', '青天坠', '忧天倾', '杞忧天坠', '忧天语', '杞天坠地', '人忧杞国天', '天堕忧', '天坠杞人忧', '杞人思', '杞忧', '杞在崩', '忧天']
投阁（扬雄，王莽）	['子云阁', '子云投阁', '扬雄阁', '投天禄', '投阁', '投阁先生', '扬雄投阁']
温树	['温树']
酷似（何无忌，刘牢之，刘裕）	['酷似', '刘牢出外甥', '酷似仰牢之', '貌似牢之']
五千言	['五千言']
嫫母（嫫母，西施）	['嫫母', '嫫母姿', '嫫与施', '嫫母貌']
庄周	['漆园吏', '漆园书', '漆园人', '蒙邑先生', '庄生', '庄叟', '庄周']
琼瑶	['琼瑶']
向隅	['向隅']
琪树	['琪树']
望梅（曹操）	['渴望梅', '望梅止渴', '将军止渴', '望林止渴', '魏林', '救渴将军', '望梅', '说梅止渴', '遥止渴', '庾岭止渴', '征徒异渴', '岭梅止渴', '梅林止渴', '止渴']
藁砧	['藁砧']
倾盖（邹阳）	['白头新', '倾盖如故', '倾盖论交', '白头如新', '倾盖', '倾盖交欢', '交盖倾', '盖不须倾', '轩盖倾']
腐草	['腐叶', '草为萤', '腐草', '萤分草']
巴字	['巴字']
从龙	['云从龙', '从龙', '云龙']
北堂	['北堂']
郢匠（惠施，庄子）	['郢匠', '郢斤', '代斲', '运斤成风', '斲鼻', '匠石斤', '斲鼻工', '斲泥手', '罢挥斤', '成风斤', '匠郢', '匠石操斤', '郢斧', '借斧斤', '思郢质', '郢人妙质', '郢斲', '鼻垩挥斤', '操斤客', '垩劳运斤', '惠死庄杜口', '匠石善运', '良斲', '郢人斤斲', '运斤不辍', '运斤质', '鼻蝇受斤', '垩鼻运斤', '斧挥郢鼻', '妙斤', '郢匠风斤', '郢匠斲', '运斤', '斲妮']
铄金	['烁金', '众口铄金', '铄金', '黄金消众口', '销金众口', '谗口铄金', '金被铄', '金就铄', '众毁铄黄金', '谤消金', '积毁消金']
埋玉（庾亮）	['埋玉树', '玉树埋', '玉树凋', '随玉树', '玉树埋尘', '埋玉', '土花封玉树', '白璧埋黄土', '泉下琪树', '玉人埋处', '玉有谁埋']
存老马（管仲）	['存老马', '识途老马', '老马识途', '马识途', '孤竹马', '老马知道', '马知归路', '马识边秋', '马识金铃', '马识山川', '马知津', '老马迷路', '老马知路', '穷途老马']
大树（溤异）	['将军树', '大树将军', '大树日萧萧', '大树', '树比公孙', '思冯异', '将军换马']
戴颙	['戴颙', '戴征君']
龙门	['半死桐', '半死心', '半死龙门树', '龙门']
担簦（虞卿）	['一双白璧', '虞卿璧', '担簦', '虞卿双璧']
不为家（霍去病）	['匈奴未灭', '不为家', '辞第', '莫言家', '不言家', '霍勋', '家何为', '不言加', '辞甲第', '去病无家', '恩未极，家何恤', '去病忘家']
死灰（南郭子）	['心如死灰', '死灰', '灰无焰', '不然灰', '灰心', '心灰']
白马小儿（侯景）	['白马小儿', '白骑贼', '青袍白马', '青丝白马', '青袍过寿阳']
负薪（披裘公）	['五月披裘', '负薪', '负薪裘', '披裘', '负裘']
非熊（周文王）	['非熊', '卜梦', '非熊兆', '周卜', '非熊梦', '非罴', '非熊罴', '非熊入梦', '飞熊兆', '非熊老子', '非熊卦', '非熊远']
青女	['霜娥', '霜女', '青女', '神女青腰', '青腰玉女', '飞霜青女']
知非（蘧瑗）	['四十九', '四十九年非', '悟前非', '蘧非', '伯玉知非', '五十九年非', '蘧瑗知非', '五十知非', '三十九年非', '知非年', '伯玉年', '慕蘧瑗', '四十始知非', '知六十二年非', '伯玉能觉', '蘧玉知非', '知非']
一苇	['一苇杭', '杭苇', '一苇', '渡苇', '一苇通津']
山屐（谢灵运）	['登山屐', '谢公屐', '游山屐', '寻山屐', '灵运屐', '康乐屐', '登临屐', '谢公双屐', '谢公山屐', '谢氏屐', '屐齿登临', '谢公登山屐', '谢屐', '山屐']
高阳酒徒（郦生）	['高阳徒', '高阳酒徒', '高阳郦生', '高阳傲', '高阳入谒', '高阳酒徒揖龙准']
股肱	['股肱']
谢将军（袁宏，谢尚）	['谢将军', '运租船', '袁宏渚', '袁宏咏史', '境同牛渚', '牛渚闻高咏', '估船运租', '客舟闻咏史', '牛渚吟五章', '彦伯舟', '租船咏史', '牛渚吟', '袁宏烟月', '袁宏夜吟']
白猿	['白猿公', '师白猿', '学剑白猿翁', '白猿', '白猿鏖越女', '剑术教猿猱', '剑术学袁公', '猿公', '猿翁搏', '越女剑术', '白猿剑术', '袁公剑术', '越楚子', '越处子']
韩娥（薛谭，韩娥）	['韩娥', '绕梁声', '绕梁三日', '绕红梁', '歌绕夜梁', '馀音绕梁', '三日响', '歌从雍门学', '歌声梁上浮', '韩娥音', '清歌绕飞梁', '绕尘梁', '绕栋宇', '绕梁唱', '送曲韩娥', '馀声三日飞', '歌梁', '歌响拂雕梁', '梁上歌声绕', '绕梁', '声飞梁']
五裤歌（廉范）	['来何暮', '歌来暮', '五裤歌', '歌五裤', '裤襦歌', '歌襦裤', '歌裤', '歌裤襦', '歌叔度', '五裤谣', '一襦五裤', '五裤咏', '民五裤', '民有裤襦', '裤襦恩', '五裤讴', '廉公裤', '襦温裤暖', '叔度歌', '颂襦裤', '五裤得歌', '楚瑶襦裤', '裤襦', '民谣岂敢裤', '襦裤', '襦裤歌咏', '五裤换破衣', '五裤瑶']
置醴（楚元王，白生，穆生，陈申公）	['置醴', '穆生醴', '楚人钳', '楚筵辞醴', '醴为穆生', '申公钳', '忘设醴', '畏楚钳', '辞醴', '穆生机', '穆逃楚难', '设醴', '市钳', '醴酒忘设']
倚马（桓温，袁虎）	['倚马才', '文倚马', '倚马', '马前草诏', '檄书倚马', '下马具檄', '词成马忧倚', '军书倚马', '露布催书', '檄倚马草', '倚马雄笔']
子玉（崔瑗）	['座右铭', '崔瑗铭', '子玉铭', '子玉']
骊歌（王式）	['唱骊歌', '骊唱', '狗曲', '骊驹在门', '骊驹曲', '骊驹催', '门外骊歌', '骊驹催客', '骊歌', '骊驹', '王式本不来', '骊歌促别', '骊歌送行', '王式悔轻来', '千里骊歌']
秦鸡（陈宝）	['秦鸡', '一双童子', '陈宝雄', '陈仓鸡']
葭灰	['灰律', '葭灰', '清葭']
桂玉（苏秦）	['玉桂', '米如珠', '珠桂', '燃桂', '薪如桂', '食玉炊桂', '尺薪如桂', '炊桂薪', '炊琼爇桂', '爨丹桂', '桂玉', '桂玉一炊', '湿薪如桂', '炊苍玉', '炊玉', '乏桂燃', '桂玉粮薪', '买桂炊玉', '米如珠玉', '燃新桂', '苏鬼难因', '薪桂粒琼']
介推（介之推）	['介推', '焚林', '子推', '介子', '晋山自弃']
偷光（匡衡）	['偷光', '假馀光', '借壁光', '匡衡壁', '凿壁偷光', '凿壁生', '穿邻舍壁', '光偷凿壁', '邻烛馀光', '凿壁', '凿邻家壁', '凿照', '穿壁借光', '匡壁', '烛借邻壁']
巢幕（公子札）	['燕幕', '巢幕燕', '燕巢危幕', '巢幕', '幕上偷安', '幕燕', '幕上禽']
新亭举目（王导）	['新亭泪', '风景不殊', '新亭风景', '泣新亭', '楚囚悲', '新亭对泣', '楚囚对泣', '新亭上', '楚囚相对', '新亭望', '回首新亭', '新亭恨', '新亭举目', '对泣新亭', '访新亭', '风景非殊', '风景异山河', '泪阁新亭', '叹新亭', '涕泪新亭', '悲王导', '惨新亭', '举目悲风景', '无泪学羁囚', '新亭楚囚泪', '不须向新亭', '对泣效楚囚', '河山不异', '茂弘伤情', '新亭相泣']
垂衣	['天子垂衣', '垂衣', '垂裳', '垂衣天下治']
孤鸾	['鸾孤', '鸾鉴', '镜中鸾', '青鸾舞', '舞镜', '舞镜鸾', '舞鸾镜', '孤鸾对镜', '镜掩孤鸾', '鸾独舞', '鉴鸾', '镜掩鸾', '鸾空舞', '孤鸾舞镜', '镜鸾分影', '断舞鸾肠', '孤鸾鸟', '孤鸾照', '镜鸾慵舞', '宝鉴肠空断', '分鸾', '孤鸾', '孤鸾怯舞', '孤鸾死镜前', '孤鸾向影', '交翼鸾文', '绝孤鸾', '鸾回镜', '鸾镜', '鸾销珠镜', '鸾影', '青鸾舞镜', '舞鸾翻镜', '雾鸾晓影', '波鸾慵舞', '孤鸾悲镜', '镜里估鸾', '镜鸾', '镜舞双鸾', '鸾分镜影', '青鸾独绝', '舞罢鸾羞', '舞鉴孤鸾', '羞对彩鸾舞', '紫鸾舞镜']
刘琨舞（刘琨，祖逖）	['闻鸡起舞', '中夜舞', '刘琨舞', '中宵舞', '鸡鸣起舞', '听鸡舞', '起舞闻鸡', '起舞看吴钩', '舞闻鸡', '鸡声非恶']
击珊瑚（石崇）	['珊瑚枝', '击珊瑚', '珊瑚碎', '击碎珊瑚', '齐奴珊瑚', '珊瑚敲碎', '击碎珊瑚玉']
千里驾（吕安，嵇康）	['千里驾', '千里命驾', '嵇吕', '嵇驾', '千里价', '寻嵇', '命驾访嵇']
效颦（孔子，师金，西施，颜回）	['捧心颦', '东施', '西子颦', '学捧心', '施颦', '心常捧', '效颦', '捧心学', '捧心钓饵', '长颦难效', '丑女效颦', '东邻效颦', '捧心', '效频客', '效频眉', '效痛']
咏康哉（舜）	['咏康哉', '赓歌', '良哉']
玄晏（皇甫谧）	['皇甫谧', '玄晏']
濩落（惠子，庄子）	['魏王瓠', '濩落']
黄巾	['黄巾']
挥金（疏广）	['挥金', '散金']
子陵台（严光）	['七里滩', '严陵钓', '子陵台', '七里濑', '钓濑', '子陵滩', '子陵钓', '羊裘钓', '披羊裘', '严子濑', '羊裘翁', '桐江叟', '七里溪', '羊裘老子', '严陵卧', '严光钓濑', '笑严陵', '羊裘叟', '垂钓沧波', '富春生', '换钓舟', '思严子', '野水投竿', '垂钓严生', '钓台', '独抱羊裘', '汉皇故人', '狂客羊裘', '披裘泽畔', '严子垂钓', '严滩垂钓', '富春渔钓', '披裘垂钓', '桐江钓叟', '桐江羊裘', '羊裘', '子陵钓滩', '富春濑']
冯夷	['冯夷']
苌弘血（苌弘）	['苌弘血', '血碧', '千年碧', '苌弘碧', '碧化', '血化碧', '埋血', '千秋碧血', '苌弘化碧', '苌弘怨', '化血三年', '青青血', '妖血碧', '碧血', '化碧']
轩皇（黄帝）	['轩羲', '轩黄', '轩辕黄帝', '轩皇', '轩后', '轩辕']
妖星	['妖星']
藏书壁（刘馀，孔子）	['壁经', '壁中书', '藏书壁', '壁藏书', '孔壁遗经', '鲁室', '闻金丝', '壁中丝竹', '传经鲁壁', '孔壁', '鲁壁书', '鲁壁弦歌', '屋壁诗书', '宣尼壁', '怀宅', '经传孔壁', '鲁壁', '遗经']
控鲤（琴高）	['琴高鲤', '控鲤', '骑赤鲤', '乘鲤', '赤鲤乘', '驾鲤', '跨赤鲤', '琴高乘', '琴高骑鲤', '随琴高', '琴鲤', '鞭锦鳞', '琴高双鲤', '踏神鲤', '琴高骑鱼', '涌琴高']
徐孺（徐稚）	['徐孺子', '徐子', '徐孺', '徐稚']
移山志（夸娥）	['愚公移山', '北山愚', '移山志', '子又生孙', '北公', '愚叟移', '移太行', '操蛇北叟', '夸娥', '山能移', '孙子又生孙', '负锸移山', '移山', '愚公']
七步（曹丕，曹植）	['煮豆', '七步才', '七步诗', '煮豆燃萁', '七步成诗', '七步咏', '相煎何急', '豆萁才敏', '豆萁煎正泣', '豆萁篇', '七步赋', '七步诗成', '萁燃', '豆萁才', '七步', '七步子建诗', '子建诗成几步']
九折（王阳，王尊）	['王尊叱驭', '九折途', '王尊驭', '九折艰', '叱驭王尊', '叱驭人', '忠臣叱驭', '悲九折', '九折悲', '九折魂', '轮摧九折', '危途九折', '九折', '九折回轩', '王尊许国', '叱驭', '回车', '九折回转', '王阳守亲', '王阳叹', '王尊返驾', '王尊疾驱', '王尊驱九折']
貔虎	['貔武', '貔虎', '虎貔']
沁水（刘致）	['沁园', '沁水']
越鸟	['越鸟南飞', '越鸟', '越鸟南枝', '南枝巢禽', '禽恩越']
悬旌	['悬旌']
堕髻（梁冀，孙寿）	['堕马妆', '堕髻', '折腰行', '梁家黛', '孙眉', '孙寿愁眉', '龋齿孙娘', '啼妆', '妆浅休啼脸', '孙寿妖态', '孙寿眉', '折步', '孙寿折腰']
宅相（魏舒）	['宁家宅', '宅相', '相宅', '弊宅因之']
范云	['范彦龙', '范云']
二龙（许虔，许邵）	['渊龙', '二龙']
芝兰（谢安，谢玄）	['玉树枝', '芝兰玉树', '兰砌', '玉树芝兰', '玉树高', '谢庭兰玉', '砌玉', '阶庭兰玉', '砌兰', '兰玉盈庭', '谢砌芝兰', '一庭兰玉', '芝兰满砌', '庭阶兰玉', '庭列芝兰', '庭有芝兰', '阶砌芝兰', '玉树满庭', '芳庭树', '阶庭联玉', '满砌芝兰', '砌底芝兰', '绕庭兰玉', '庭阶映玉树', '谢阶兰玉', '谢庭', '玉砌兰芽', '玉树映阶', '芝兰', '种兰庭砌', '兰阶']
纸贵（左思）	['纸价高', '洛阳纸贵', '增纸价', '衡阳纸贵', '纸贵', '纸贵咸阳', '都中纸贵', '洛阳价增纸']
杞梓	['杞梓']
悲颜驷（刘恒，刘启，颜驷）	['郎潜', '潜郎', '白首为郎', '白发郎', '汉庭用少', '白发郎潜', '三朝执戟', '悲颜驷', '汉家尚壮', '汉廷用壮臣年老', '好文日', '久留郎署', '老颜驷', '潜郎白首', '三朝臣不遇', '晚得诸郎', '颜郎老', '不与少年争遇合', '尚少', '文时不遇，武时不遇']
秦医（晋侯，秦医缓）	['秦医', '晋竖', '二竖', '秦氏药']
圆凿方枘	['圆凿方枘', '弩骀', '方圆龃龉']
索靖（索靖，魏瓘）	['索靖', '一台二妙', '台中妙', '二妙', '一台妙绝']
蟠桃	['蟠桃']
悬磬	['悬磬']
欧冶子	['欧冶子', '欧冶剑', '越欧百鍊']
扬马	['扬马']
倚伏	['倚伏', '福兮伏']
青萍	['青萍']
玄珠	['玄珠', '失玄珠', '从象罔求', '象罔', '珠抛象罔', '象罔寻珠', '遗珠']
授衣	['授衣']
叔子（羊祜）	['羊叔子', '叔子']
双南金（张载）	['双南金', '双金']
京洛尘	['京洛尘', '洛阳尘', '长安尘', '帝京尘', '京洛风尘', '染缁尘', '缁尘染', '素衣尘', '京洛缁尘', '洛城尘', '京洛红尘', '素衣化缁', '京尘梦', '京路尘', '京洛衣尘', '二京尘', '素衣尘染', '洛阳尘土', '西京尘', '尘起洛阳风', '风尘化客衣', '京尘', '京洛化衣', '京洛土', '衣化客尘', '京华多尘土', '困尘缁', '落尘', '缁尘']
孙康勤苦（孙康）	['孙康勤苦', '雪窗', '雪照', '映书', '映雪', '馀辉照书']
握兰	['握兰']
孙登	['孙登长啸', '孙登']
逃名	['逃名']
断猿（桓温）	['断肠猿', '断猿']
陶唐	['陶唐']
题柱（田凤）	['田郎字', '题柱', '田凤']
题舆	['题舆']
华胥	['华胥梦', '华胥国', '梦华胥', '入华胥', '一枕华胥', '华胥路', '华胥乐', '梦游华胥', '出华胥', '华胥一枕', '小华胥', '华胥客', '华胥税驾', '魂到华胥', '华胥', '华胥见', '世外华胥', '寤华胥', '羡华胥', '梦华', '物外华胥']
天柱	['天柱', '西极柱倾']
铅刀	['磨铅', '铅刀', '持铅砺锋']
吐茵（丙吉）	['吐茵', '吐车茵', '吐锦茵', '丞相茵', '污车茵', '相君茵', '车茵污', '车上吐茵', '呕车茵', '吐茵吏', '驭吏吐茵']
一阳生	['一阳生', '生一阳']
青门	['青门']
亭伯（崔骃）	['崔亭伯', '亭伯', '崔骃']
采兰	['采兰']
