allusion	variation_list
金莲（萧宝卷，潘妃）	['金莲', '东昏宠', '步莲', '步金莲', '步步莲', '金莲步步', '步生莲', '潘妃步', '黄金莲', '踏金莲', '佳人步', '金莲舞', '金莲影散', '步衬潘娘', '步试金莲', '金试步', '莲承步', '潘妃步莲', '前殿金莲', '帖地黄金', '稳步红莲', '想故莲', '凿地莲花', '金花荐步', '莲步', '莲小承步', '潘妃印中庭']
谢女（谢道韫）	['谢女', '谢娘']
问牛（丙吉）	['丙吉问牛', '问牛', '牛喘']
青帝	['青皇', '东帝', '东皇太乙', '东君力', '青帝', '太乙东皇', '东皇', '东皇司春']
调盐醯（庄辛）	['调盐醯', '挟丸子', '庄辛语', '公子挟弹', '蜻蛉黄雀']
绨袍（范雎，须贾）	['范叔寒', '范叔袍', '恋绨袍', '绨袍恋恋', '绨袍赠', '一寒如此', '赠绨袍', '范叔绨', '恋恋绨袍', '范叔一寒', '绨袍故', '赠袍', '范叔贫', '绨袍惠', '一寒如许', '范寒', '范叔骨相寒', '绨袍', '绨袍怀旧', '有意袍', '娣袍范叔寒', '范雎绨袍']
公干病（刘桢）	['病卧漳滨', '公干病', '公干沉绵', '公干伏枕', '公干握', '公\uf4a5沉绵']
雉车（萧芝）	['迎车雉', '雉车', '萧雉']
画虎（马援）	['画虎不成', '画虎', '画虎文章', '画于菟', '等画虎', '虎难摹', '画虎鹄', '画虎反类狗', '画虎堪诮', '落笔成虎', '图形类狗']
阮家（阮咸，阮籍）	['阮巷', '阮家', '阮舍', '阮宅']
萧郎	['萧郎', '萧郎眼', '萧郎路人', '萧郎漂泊', '萧劳风骨']
青牛（老子）	['青牛', '道士牛']
卜商（卜商）	['卜商', '子夏索居', '子夏', '子夏离群']
不乐为车公（车胤）	['不乐为车公', '问车公', '欢会忆车公', '情会招车胤', '席上车公', '不见车公', '车公醉饮', '招车胤']
三台	['三台']
桑梓	['惟桑', '桑梓', '维桑']
采诗	['采谣', '采诗', '采风']
采芝	['采芝翁', '采芝', '紫芝隐皓']
陆贾金（尉他，陆贾）	['陆贾装', '陆贾金', '千金赠', '金橐', '陆贾分金', '分金', '陆贾归橐']
王良	['王良']
管乐	['管乐']
禹穴（夏禹）	['禹穴', '探禹穴']
刘宠	['刘宠', '一钱太守', '刘宠钱', '一钱']
金台	['金台']
河清	['黄河清', '河清颂', '千年一清', '黄河千年一清', '黄河清年', '河清', '河浊', '黄河一代清', '千年水未清', '河水有清日']
玉兔	['月兔', '捣药兔', '月中玉兔', '玉兔捣香尘', '天上兔', '玉兔', '捣药轮', '捣药']
京兆	['京兆阡', '京兆']
履冰	['履薄冰', '履冰', '临深惧']
绕指（刘琨）	['绕指柔', '百炼钢', '百炼成绕指', '百炼之钢', '刚百炼', '百炼刀', '刚金百炼', '绕指', '一指绕', '至柔绕指', '百炼']
桓伊	['桓伊笛', '三弄笛', '桓伊三弄', '将军笛', '三弄学元戎', '笛里三弄', '桓将军不教吹', '桓伊', '桓伊一曲', '野王三弄']
龚黄	['龚黄']
磷缁	['磷缁']
照乘（梁惠王）	['照乘珠', '梁珠', '照乘宝', '照乘', '魏国明珠']
邹书（邹阳）	['邹书', '梁狱书', '梁狱上书', '上书梁狱', '囚梁', '邹阳入狱', '狱中疵', '皱阳献书']
射日弓（后羿）	['射日弓', '射九乌留白日', '十日', '九轮烛照', '羿落九乌', '羿弓', '九日落', '羿射九日', '九乌落', '弯弓射乌', '羿中九乌', '射日落', '夏羿弓', '尧射十日']
霍冠军（霍去病）	['冠军侯', '霍冠军']
一鼓（曹刿，庄公）	['一鼓', '鼓气']
关令（尹喜）	['关令', '尹叟', '函谷令', '流沙侍师']
白杨悲	['白杨悲']
张公子	['张公子']
于陵子（陈仲子）	['于陵子', '灌园人', '灌园翁', '逃相', '仲子廉', '于陵辞聘', '于陵一穷通', '陈仲灌园织屦', '灌园逃公卿', '三公灌蔬']
爱吾庐（陶潜）	['爱吾庐', '吾亦爱吾庐', '陶庐', '吾爱吾庐', '绕屋树扶疏', '结庐慕陶']
征南	['征南']
击唾壶（王敦）	['击唾壶', '唾壶缺', '唾壶敲缺', '玉唾壶', '缺唾壶', '击壶', '唾壶击缺', '碎唾壶', '缺壶歌', '敲缺唾壶', '唾壶敲碎', '击碎玉唾壶', '唾壶口', '壶敲缺', '敲柳瘿', '击樽破', '敲壶', '唾壶残', '扣铜壶', '狂叩唾壶', '琼壶敲缺', '缺壶声', '醉击玉壶', '壶边击断', '壶堪击', '壶频叩', '击歌壶', '击壶边缺', '击碎村醪𧣴', '击碎歌壶', '击铜壶浩叹', '空击铜壶', '扣壶歌', '敲碎琼壶', '唾壶空击', '银壶缺', '玉壶敲怨', '击玉唾壶', '敲缺铜壶', '敲玉壶']
戴逵（戴逵）	['安道', '戴逵']
三害（周处）	['三害', '南山虎', '白额虎', '射杀白额虎', '除白额', '江中斩蛟', '斩龙子', '周处除三害', '周处刀', '不经异兴里', '挟剑长桥', '长桥', '周处杀蛟', '周侯斩蛟']
葵藿（曹植）	['倾藿', '葵藿志', '葵藿', '葵藿仰阳春', '葵藿资', '葵藿倾叶', '太阳及葵']
武库火（刘邦）	['武库火', '剑飞', '武库烧', '汉剑飞', '斩蛇剑烧上天']
千里莼（王济，陆机）	['千里莼', '陆机莼', '问羊酪', '羊酪不嫌膻', '誇羊酪']
孔丘（孔子）	['孔丘', '仲尼']
昼锦游（张既）	['昼锦游', '昼锦还乡', '昼归']
及瓜（连称，齐侯）	['戍瓜', '及瓜而代', '及瓜代', '及瓜', '及瓜归', '随瓜卸', '瓜期', '瓜时']
嵇阮	['嵇阮']
黄竹（周穆王）	['黄竹咏', '黄竹篇', '黄竹', '周穆念物']
绝编（孔子）	['绝编', '韦编三绝', '韦编绝', '韦编']
斥鴳	['𩿪鴳', '逍遥饮啄', '斥鴳', '雀委蓬蒿', '斥鴳蓬蒿', '蜩鴳蓬蒿', '斥鴳', '蓬蒿燕雀', '草间尺鴳', '尺鴳乐']
龙韬	['豹篇', '龙韬', '豹韬', '太公筹']
一丸（王元，隗嚣）	['一丸泥', '丸泥封', '一丸封', '封函谷', '一泥丸', '丸封', '泥一丸', '函谷泥', '泥函谷', '泥丸封', '函谷泥封', '函谷丸', '丸泥封函关', '封泥', '隗嚣泥', '丸泥塞险', '封泥古', '一丸']
褒女（周幽王，褒姒）	['褒女', '褒女笑', '褒女惑周', '周褒媚己', '褒女灭周', '褒姒烽火', '举烽', '周惑褒姒']
投杼（曾参）	['投梭', '曾参杀人', '曾母投杼', '谗言三至', '投杼疑', '谤言三至', '曾家机', '三言移曾母', '谗言三及', '慈母疑', '投杼']
胶漆	['胶投漆', '胶漆']
缝掖	['缝掖']
指鹿（赵高）	['指鹿为马', '鹿为马', '指鹿', '鹿是马', '马鹿颠倒']
三窟（田文，冯谖）	['营三窟', '兔三窟', '谋三窟', '狡兔三窟', '狡兔三穴', '狡兔窟', '失三窟', '三窟', '兔藏三窟', '狡兔迷窟', '狡兔汁', '夷甫三窟']
凤雏	['凤雏']
阊阖（屈原）	['九阊', '阊阖', '叫帝关', '叫阍']
系名王（贾谊）	['系名王', '系虏', '系颈']
加餐	['加餐']
凤求皇（卓文君，司马相如）	['求凰曲', '凤求皇', '彩凤求凰', '凤求凰', '凤凰音', '凤客', '凤凰诗', '琴中威凤声', '求凰']
逸少	['逸少']
孟尝（田文）	['孟尝君', '孟尝']
蚩尤	['蚩尤']
覆水难收	['覆水难收']
分泾	['分泾', '泾渭', '渭径', '清渭']
灵台（第五颉）	['寄灵台', '宿灵台', '灵台', '栖灵台']
苏门啸（阮籍，孙登）	['苏门啸', '孙登啸', '鸾凤吟', '苏门长啸', '长啸苏门', '半空鸾凤', '闻凤啸', '半岭啸声', '长啸愧孙登', '长啸作鸾音', '高士啸', '山头学啸', '孙登无语', '啸上苏门颠', '长啸发苏门', '长吟感孙登']
汲黯直（汲黯）	['汲黯直', '汲黯匡君']
六龙	['六螭', '六龙辔', '六龙回日', '六龙', '六龙驾日']
高价	['高价']
梦鸟（罗含）	['梦鸟', '凤早吞', '君章才', '梦中吞鸟', '吞彩凤', '吞鸟梦', '梦吞鸟', '鸟有文章']
诛茅（屈原）	['诛茅', '茅诛', '脂韦']
拔山（项羽，虞姬）	['气盖世', '骓不逝', '垓下歌', '拔山力尽', '楚歌四面', '四面楚歌', '拔山', '拔山曲', '垓下兵稀', '泪尽别骓时', '泣对虞姬', '四面歌残', '四面为楚', '项籍顾骓', '楚歌', '楚帐闻歌', '垓下', '虞歌诀别']
祝融	['祝融']
伍员死（伍员）	['抉眼', '伍员死', '伍员头', '抉眼胥门', '伍胥抉目', '伍员抉目', '伍员杀身', '抉目伍员', '伍胥仗剑', '悬目东门', '属镂忠恨', '属镂剑']
五云车	['五云车']
搀抢	['搀枪', '搀抢']
姹女	['奼女', '姹女']
紫府	['紫府']
宗雷	['宗雷']
祖龙（秦始皇）	['秦皇', '祖龙']
阿侯	['阿侯']
彭泽田（陶潜）	['种秫田', '彭泽田', '彭泽米', '公田种秫', '元亮秫', '访秫粳', '陶令秫酒', '效陶种秫', '无田供秫米', '种秫']
五羖（晋献公，百里傒）	['五羖', '五羊皮', '五羖皮', '五羖赎']
掩鼻（郑袖）	['掩袖', '掩鼻', '掩鼻工谗', '掩鼻计', '郑姬谤', '魏姝掩袂', '掩袂']
阿娇	['阿娇']
坐啸	['坐啸']
潘郎泪（潘岳）	['安仁悼亡', '潘郎泪', '潘岳哀', '潘岳无妻', '潘岳悼伤']
左思	['左太冲', '左思裁赋', '左思十稔', '左思', '左思驰芳名']
玉壶冰（鲍照）	['玉壶冰', '玉壶清', '一壶冰', '清似玉壶冰', '冰壶', '鲍壶冰', '清如寒露在冰壶']
柱史（老子）	['周史', '柱下史', '周柱史', '柱史']
轩冕	['轩冕']
玄成	['玄成']
板舆（潘岳）	['潘舆', '板舆', '版舆']
辟疆园	['辟疆园']
即墨牛（田单）	['火牛', '连牛', '田单火牛', '纵火牛', '即墨牛', '火牛阵', '燧牛尾', '奔牛', '火牛兵', '火牛突出', '即墨功', '即墨降城', '即墨龙文', '愧田车', '燕阵横功']
应徐	['应徐']
颍阳（尧，许由）	['颍客', '颍阳']
饮冰	['饮冰']
白登围（刘邦）	['白登围', '白登道', '炎汉自勒兵']
烛龙	['衔烛', '衔烛龙', '烛龙', '九龙衔烛', '烛龙回照', '北荒烛龙', '龙街烛', '神龙']
阳侯	['阳侯波', '阳侯之波', '阳侯', '傲阳侯', '阳侯伏', '波神']
一麾（阮咸，阮咸，颜延之）	['一麾出守', '一麾']
鱼目	['鱼目混珠', '鱼目', '鱼目混珍', '鱼目俪玙璠', '鱼目笑明月', '夜光同鱼目']
养鸡（祝鸡翁）	['养鸡', '祝鸡翁', '尸乡翁', '尸乡养鸡']
银钩	['银钩']
游梁	['游梁']
商陵（南陵牧子）	['别鹤操', '商陵', '别操', '伤别鹤', '别鹤弄', '商陵怨', '别鹤', '愁别鹤', '商陵闻别鹤', '吟别鹤', '憎别鹤', '琴操寄恨', '雅操入琴']
班荆	['班荆']
太常妻（周泽）	['太常斋', '太常妻', '学太常', '不斋醉如泥', '斋日多', '犯斋收', '太常醉', '太常已醉', '太常长斋', '太常醉如泥']
等浮云（孔子）	['富贵浮云', '浮云富贵', '等浮云', '富贵如浮云', '浮云轻', '属浮云', '不义若浮云', '富贵白天']
吐凤才（扬雄）	['吐凤才', '飞白凤', '白凤', '梦吐白凤', '吐凤', '白凤飞来玄草', '毫惊彩凤']
鹄箭	['射鹄', '鹄箭', '中鹄']
枳棘鸾（仇览，仇香，王涣）	['栖棘', '枳棘栖', '枳棘鸾', '枳棘林', '棘栖鸾凤', '枳棘栖凤', '枳棘鹤']
白马将	['白马将']
郑卫	['郑卫', '郑声']
周召	['周召', '召南分沃畴', '周召分陕']
酒中蛇（杜宣，乐广）	['杯蛇', '蛇杯', '杯中蛇', '杯弓蛇影', '雕弓落影', '广客蛇', '酒中蛇', '画蛇杯', '杯里无蛇', '赤蛇悬弩影', '挂蛇杯', '酒误蛇', '清樽照画蛇', '忘弓莫问蛇', '悬蛇疾', '移杯失画蛇', '照影落清杯', '弓舌', '映弩', '盏底弓影', '樽中弩']
张长公（张挚）	['张长公', '张挚']
麻衣	['麻衣', '白衣']
心匪石	['心匪石', '我心匪石', '石可转', '匪席', '石转']
帝乡（庄子）	['白云乡', '白云归帝乡', '帝乡']
鸡群（王戎）	['鹤在鸡群', '别鸡群', '鹤鸡殊羽翼', '鹤避鸡群', '鸡鹤分', '鸡群']
一掷（刘毅）	['百万呼卢', '彩卢连掷', '赢如刘毅', '呼卢', '一掷成卢', '呼卢胜', '摴蒲百万', '绕床呼卢', '一掷', '刘毅掷', '绕床呼一掷', '五木尽作炉', '掷卢使气', '刘毅输百万', '希乐豪']
白笔	['白笔', '簪笔']
騕袅	['騕袅', '腰袅']
蕊珠	['蕊珠宫', '蕊珠']
无何乡	['无何乡', '无何有', '无何有之乡', '何有乡', '无何境', '亡何乡', '无何']
观风	['观风']
生入关（班超）	['生入关', '生入塞', '关外老班超']
杨仆移关（刘彻，杨仆）	['杨仆移关', '关识新安', '杨仆惭为关外人']
梁王（刘武）	['梁王', '梁国文雅']
姜被（姜肱）	['共被眠', '姜肱被', '留被', '姜被', '姜肱共被', '共被']
谢临川（谢灵运）	['谢临川', '临川内史', '临川史']
弓剑	['弓剑']
骑羊（葛由）	['绥山', '绥山桃', '骑羊子', '骑羊', '绥岭桃', '绥山穴', '葛由骑羊']
琴声断（王徽之）	['子敬琴', '人琴俱亡', '叹人琴', '琴声断', '人琴痛', '人琴两亡', '殁后知音少', '琴残子敬床', '痛绝人琴', '子敬亡', '子敬遗琴', '子敬与琴亡', '灵床琴弦断', '碎琴哭灵床']
细君（东方朔）	['细君', '割肉怀归', '诙谐割肉']
刘越石（刘琨）	['刘越石', '刘太尉', '刘琨']
膏明易煎	['膏明自煎', '膏明易煎', '漆有用而割']
乐毅不归（乐毅）	['乐毅不归', '乐生负谤', '乐生居赵', '乐毅奔亡', '乐毅见猜']
柳依依	['柳依依', '杨柳依依']
郑公乡（郑玄）	['郑公乡', '郑公里', '改乡名', '改嘉名']
攀龙	['攀龙附凤', '攀龙', '附凤']
子母钱	['子母钱', '蚨母', '青趺']
拂衣	['拂衣']
青蒲（刘奭，史丹）	['伏青蒲', '伏蒲', '青蒲']
夫差	['夫差']
凤来	['凤来仪', '丹凤来仪', '凤来', '鸾来仪']
风胡	['太阿', '风胡']
风后	['风后', '黄轩二臣']
马融	['马南郡', '马融']
买臣	['买臣']
枚叟（枚乘）	['枚叟', '枚乘']
献芹	['献芹', '美芹', '芹献', '野人芹', '美芹欲献', '甘芹味', '芹美怀君', '食芹云美']
天上麒麟（徐陵）	['天上麒麟', '天上石麒麟', '天上麟', '梦应麒麟', '麒麟降自天', '石麟天堕', '天上瑞麟', '玉麟堕地', '玉麟天上谪见', '玉麟行地', '志公赏麒麟']
老鱼跳波	['老鱼跳波', '弦奏跃鱼', '鱼出听曲', '鱼吹燕蹴', '鱼跃闻曲']
老骥（曹操）	['老骥伏枥', '老骥思千里', '老马伏枥', '老马思故枥', '老骥']
剑履	['剑履']
蓟子（蓟子训）	['蓟子', '蓟子训']
稷卨（契，卨，稷）	['稷契', '稷卨', '稷皋']
解嘲（扬雄）	['扬子解嘲', '解嘲', '扬雄嘲']
徵兰（郑文公，燕姞）	['徵兰', '赠兰', '兰兆', '梦兰', '香返梦兰', '燕兰梦', '姞梦徵兰', '兰梦', '佩兰应梦', '燕姞梦兰']
吉甫颂	['吉甫颂']
鲸鲵（楚王）	['斩鲸', '鲸鲵', '鲸鱼']
买臣归（朱买臣）	['会稽章', '买臣归', '买臣富贵', '买臣乡', '露绶', '会稽愚妇', '会稽妇', '翁子妻', '怀绶朱公', '买臣贵骨', '向故乡怀印绶', '买臣乘轺', '买臣还乡', '妻弃如遗']
淮笑韩信（韩信）	['淮笑韩信', '淮阴欺韩信', '淮阴辱', '屈淮阴']
瑚琏（子贡，孔子）	['瑚琏才', '瑚琏器', '瑚琏']
酒如渑	['酒如渑', '如渑酒']
橘井（苏耽）	['橘井', '苏耽井', '桔井', '苏耽宅', '苏仙橘井']
老人星	['老人星', '南极老人', '老人呈端']
鸿鹄（陈涉）	['鸿鹄志', '鸿鹄之志', '陇上嗟', '忘鸿鹄', '燕雀', '鸿鹄', '垄上兴大楚']
樵风（郑弘）	['郑风', '樵风', '鹤收仙箭', '取箭鹤', '仙人收箭', '遗箭遣鹤取', '仙镝']
濡沫	['聚沫', '鱼沫', '呴沫', '濡呴', '鱼吹沫', '相濡沫', '相忘江湖', '沫相濡', '江湖相忘', '湖海相忘', '江海相忘', '涸溜', '惠沫', '江湖鱼有沫', '濡沫', '相濡相呴', '相忘鳞', '煦沫鳞', '以沫相濡', '相煦沫']
何曾箸（何曾）	['日食万钱', '万钱下箸', '日费万钱', '何曾箸', '何公箸', '万钱餐', '何相万饯', '日费万饯', '食万饯', '万饯厨', '万饯具', '万饯无处著', '万饯箸', '万钱无外著']
平叔（何晏）	['何平叔', '何驸马', '平叔']
木兰舟（鲁班）	['木兰舟', '木兰船', '木兰桡', '兰楫', '兰枻', '木兰楫', '兰艇', '木兰双桨', '木兰之枻', '刳兰', '兰桡', '兰棹']
汉威仪（刘秀）	['汉威仪', '识汉衣冠', '汉仪再睹']
韩彭	['韩彭']
昆明习战（刘彻）	['昆明习战', '楼船习战']
学步（公子牟，公孙龙，庄子）	['邯郸步', '邯郸学步', '寿陵步', '矜学步', '失步人', '学步', '邯郸匍匐', '忘却金闺故步', '失本步', '寿陵失步', '羡邯郸']
莱妻（老莱子）	['莱妻', '莱氏与妻行', '千钟逼老莱', '老莱嘉耦']
休牛（周武王）	['休牛', '归马华山阳', '散马', '桃林', '华山归', '散马牛', '归马华山', '华山归马', '休牛归马', '马向华山', '桃林卧草，华岳嘶风', '散马日', '桃塞马']
曳尾（庄子）	['曳尾龟', '龟曳尾', '曳尾涂中', '泥龟', '泥曳龟', '泥中龟', '曳泥途', '曳尾', '庄龟', '庄生钓', '濮上']
句芒	['句芒']
焚稿（羊祜，谢弘微）	['焚稿', '荧草']
孝廉船（刘惔，司马昱，张凭）	['孝廉船', '觅舟']
阮家贫（阮咸，阮籍）	['未能免俗', '南阮', '聊复尔耳', '南北阮', '阮家贫', '南阮贫', '晒裈', '免俗未能', '晋阮', '阮郎贫', '晒犊鼻', '犊鼻挂长竿', '二阮居南北', '阮郎裈', '摊裈', '穷巷南阮']
鹢路	['鹢退飞', '六鹢', '六鹢退飞', '退飞鹢', '风鹢', '鹢路', '宋鹢', '风六鹢', '宋都鹢', '倦鹢无风', '鹢羽', '得风鹢', '宋都风', '宋都风急', '宋都回鹢', '宋国高风', '退风六鹢', '退鹢', '鹢退']
盗泉	['盗泉']
覆车	['蹈前车', '覆前车', '前覆辙', '前车之鉴', '覆辙', '覆车']
倒戟（赵盾，灵辄）	['倒戟', '怀一饭', '一饭报', '报一饭', '桑下饿', '桑间饭', '饿翳桑', '桑间灵辄', '一餐报', '一箪犒', '翳桑儿', '分赵饭', '扶轮', '灵辄报恩']
弹随	['弹雀', '弹鹊', '隋珠弹雀', '弹隋珠', '弹随', '珠抵鹊', '随珠弹', '弹飞翼', '明珠弹丸', '千仞弹珠', '随珠弹雀']
三休	['三休']
少微堕（谢敷）	['少微堕', '少微损光', '少微夜落', '少微陨光']
大堤	['大堤']
翠华	['翠华']
沈约瘦（徐勉，沈约）	['带围宽', '沈腰', '东阳瘦', '腰围瘦', '休文瘦', '宽带眼', '带眼频移', '宽衣带', '休文多病', '沈愁', '沈郎瘦', '频移带眼', '带减腰围', '东阳带', '瘦损腰围', '衣带渐宽', '沈约瘦', '移带眼', '沈郎多病', '沈郎消瘦', '瘦损东阳', '带围减', '多病休文', '瘦尽东阳', '沈郎围', '宽沈带', '新宽带结', '半分臂小', '病起东阳', '沈郎带宽', '沈郎瘦损', '带惊剩眼', '带眼销磨', '带易成宽', '东阳销瘦带展', '东阳销瘦骨', '多病如削', '罗宽带眼', '清瘦休文', '瘦尽东阳沈', '瘦损沈休文', '衰柳腰肢', '围腰带剩', '消瘦东阳', '消瘦休文', '休文老病', '腰宽带易垂', '腰愧休文', '腰围频减', '沈侯不胜衣', '沈侯瘦', '沈约病瘦', '沈约诗腰', '带围东阳', '带眼', '带眼减围', '东阳受损', '衣带缓']
沈郎钱	['沈郎钱']
十洲	['十洲']
江充	['江充']
赐环	['环玦', '赐环']
叔度（黄宪）	['黄叔度', '黄宪', '叔度']
丝纶	['丝纶']
鹔鹴换酒（卓文君，司马相如）	['鹔鹴换酒', '相如鹔鹴']
孙楚	['孙楚']
刘琨啸（刘琨）	['刘琨啸', '越石笳', '清啸戍楼', '吹笳清啸', '胡笳夜月', '刘郎清啸', '越石啸', '胡骑北走', '笳却敌']
周南太史公（司马谈，司马迁）	['留滞周南', '周南滞', '周南太史公', '周南客', '太史南留']
唐生（唐举）	['唐举', '唐生']
马融笛（马融）	['马融笛', '吹管许季长', '季长', '闻笛']
满籯金（韦贤）	['满籯金', '韦经', '一经教子', '韦金', '黄金满籯', '教子一经', '遗子一经', '一经为教', '遗经教子', '传经俪金籯', '韦叟一经', '一经', '遗金满籯', '遗子后黄金', '有道胜金籯', '有子传家经可教', '传经', '满籯经', '通经汉韦', '一经自足', '籯金', '至道胜金籯']
青毡（王徽之，王操之，王献之）	['旧青毡', '青毡旧', '青毡旧物', '子敬毡', '旧物青毡', '传家物', '床头毡', '恋青毡', '青毡', '王家旧物', '子敬青毡', '故物毡', '恕青毡', '一语不谈俗事', '毡取盗', '家传青毡', '偷儿恕毡']
天籁	['天籁']
池上杯（司马炎，束皙）	['池上杯', '金人捧剑', '洛水流杯', '束晰言妙']
章甫	['章甫', '适越']
荣启期	['荣启期', '荣期', '荣先生']
地仙	['地仙']
东郭履（东郭先生）	['东郭履', '履穿', '东郭先生', '东郭先生履', '履穿东郭', '东郭踏雪']
秋胡（秋胡妻）	['秋胡妇', '南陌金', '秋胡', '秋胡妻', '秋胡曲']
燕霜（邹衍）	['燕霜', '五月飞霜', '燕霜感', '邹衍囚燕', '飞霜', '含悲系燕狱', '邹生哭', '邹衍感彼苍', '邹衍系狱']
卧牛衣（王章）	['牛衣卧', '牛衾泪', '牛衣病卧', '牛衣涕零', '泣牛衣', '卧牛衣', '牛衣泣', '牛衣泪', '拥牛衣', '眠牛衣', '京兆牛衣', '王章被', '仲卿泣', '病卧牛衣', '对泣痕', '惯牛衣', '话牛衣', '困卧牛衣', '牛衣寒贱', '王章疾', '学牛衣', '泪沾牛衾', '王章含愁', '卧病牛衣', '卧病王章']
放鹤（支遁）	['放鹤', '放雪翎']
彭殇（彭祖）	['彭殇', '殇彭', '彭铿夭', '殇乐长年', '彭寿殇夭']
犯龙鳞	['婴鳞', '犯龙鳞', '触龙鳞', '犯鳞', '撄鳞语', '逆鳞', '批鳞']
返魂香	['返魂香', '还魂香']
学稼（孔子，樊迟）	['学樊迟', '学樊迟稼', '樊迟学稼', '学稼']
累安邑（闵贡）	['猪肝累', '累安邑', '买猪肝', '仲叔猪肝', '安邑问猪肝', '烦县尹', '就猪肝', '食肝烦县令', '食无肝', '猪肝仲叔惭', '猪肝多泪']
隔银河（牵牛，织女）	['盈盈一水', '一水盈盈', '隔银河', '银河清浅', '隔星河', '二星无语', '河汉', '脉脉情难语', '牵牛河汉女']
暴泥	['曝鳃', '暴泥']
骑白鹿（卫叔卿）	['骑白鹿', '卫叔卿']
二陆（陆机，陆云，陆弟）	['陆弟', '二陆']
虞翻骨相屯（虞翻）	['虞翻骨相屯', '虞翻枉', '弃虞翻', '时情弃仲翔', '虞翻地远']
鄂君（鄂皙）	['鄂君', '鄂君香被']
蛾眉（庄姜）	['蛾眉螓首', '蛾眉']
五马渡江	['五马渡江', '五马南来', '一马化为龙', '南渡马', '渡江天马', '浮五马', '群马南渡', '五马南游']
隐墙东（王君公，逢萌）	['隐墙东', '避世墙东', '墙东隐', '避世贤', '侩牛', '墙东客', '卧墙东', '牛侩', '老墙东', '高卧墙东', '侩墙东', '学刽牛']
抢榆枋	['抢榆枋']
切泥	['切泥', '切玉剑', '切玉刃']
飞琼（西王母，许飞琼）	['许飞琼', '飞琼舞', '天上飞琼', '飞琼', '飞琼绰约', '飞琼起舞', '飞琼妙舞', '挽飞琼', '度曲许飞琼', '飞琼人间识']
武库（杜预）	['杜武库', '武库']
中散琴（嵇康）	['中散琴', '琴嵇', '叔夜弹琴', '中散有正声']
琴瑟	['琴瑟']
家丘（孔子）	['东家邱', '东家丘', '东邱', '东丘', '家邱', '家丘', '笑东家', '不知邱', '不知丘', '敬东家', '东家']
青云器（阮咸，颜延年）	['青云器', '仲容青云']
琼玖	['琼玖']
池中物（周瑜，刘备，周瑜，孙权）	['池中物', '池龙', '蛟龙得云雨', '蛟龙云雨', '终非池中物', '云雨动蛟龙', '蛟龙出池', '浅水留龙不住']
椒花颂（陈氏）	['椒花颂', '颂春椒', '颂椒']
